變數組合,Kurtosis_係數,Kurtosis_p值,Kurtosis_顯著性,變數數量,R平方,MSE
Kurtosis + T-4 Return,0.05333733621561805,0.12423913261199039,,2,0.0065270025239208,0.9922760420574335
Kurtosis + Median + T-4 Return,0.05098152837897143,0.14106594908879472,,3,0.011994338696929008,0.9868152930364403
Kurtosis + Median,0.05031600431374239,0.146866325450615,,2,0.008014810122856875,0.9907900269977734
Kurtosis + Mean + T-4 Return,0.042889769759013166,0.2192260279511168,,3,0.012641263945575631,0.9861691472158045
Kurtosis + Mean,0.042395713411902534,0.2252206943718888,,2,0.008630644030973467,0.9901749350582204
