變數組合,Kurtosis_係數,Kurtosis_p值,Kurtosis_顯著性,變數數量,R平方,MSE
Kurtosis + T-4 Return,0.03650744204086053,0.29435726973467985,,2,0.005073619067112345,0.9937204095620596
Kurtosis + Mean,0.035363390393402125,0.3094574193376499,,2,0.006733667231013096,0.992062373577752
Kurtosis + Mean + T-4 Return,0.03458251774806765,0.3196290362708931,,3,0.010665170440249172,0.988135635826951
Kurtosis + Median,0.03394315592449431,0.3296700888194444,,2,0.006550621442565907,0.9922451974925162
Kurtosis + Median + T-4 Return,0.03313652835702848,0.3406691420220067,,3,0.010459647927323013,0.9883409092216799
