Observation Date,Expiration Date,Mean,Std,Skewness,Kurtosis,5% Quantile,25% Quantile,Median,75% Quantile,95% Quantile,T Return,T-1 Return,T-2 Return,T-3 Return,T-4 Return,Fear and Greed Index,VIX
2021/1/9,2021/1/10,34158.96451,6396.345241,1.111636472,-1.803187996,36963.1,39521.3,41043.1,42372.1,48366.2,-0.049556244,0.040601617,-0.004635216,-0.009480999,-0.057779726,93,24.08
2021/1/10,2021/1/11,30818.18993,6676.852997,1.072835964,-2.010379095,34343,36511.4,38161.5,39597,46908.5,-0.074688199,-0.049556244,0.040601617,-0.004635216,-0.009480999,94,24.08
2021/1/11,2021/1/12,33270.6177,2029.245786,2.722593539,3.215930653,29108.6,33663.3,34556.5,35564,37636.3,-0.038971634,-0.074688199,-0.049556244,0.040601617,-0.004635216,90,24.08
2021/1/12,2021/1/13,34360.20193,3428.078083,0.490916722,1.824132823,28981.5,32066.7,34436.2,36388.2,39777,0.093038722,-0.038971634,-0.074688199,-0.049556244,0.040601617,84,23.33
2021/1/13,2021/1/14,33817.11107,3461.598711,1.247889836,-1.325253905,34815,36330.8,37356.8,38500.5,40859.7,0.046354756,0.093038722,-0.038971634,-0.074688199,-0.049556244,78,22.21
2021/1/14,2021/1/15,38784.50285,2911.563992,0.736521005,2.173640576,34435.8,37051.7,38711.5,40485.9,43899.6,-0.063333425,0.046354756,0.093038722,-0.038971634,-0.074688199,83,23.25
2021/1/15,2021/1/16,31384.46579,5650.546761,1.581129917,0.465788714,33339.4,34997,36364.1,37526.1,46798.9,-0.020547018,-0.063333425,0.046354756,0.093038722,-0.038971634,88,24.34
2021/1/16,2021/1/17,34649.01514,2510.630457,2.170695904,3.438065377,31766.6,35036.3,36070.2,37208.4,39685.9,-0.004632748,-0.020547018,-0.063333425,0.046354756,0.093038722,84,24.34
2021/1/17,2021/1/18,33431.16888,3025.410534,1.402109165,0.550845266,33185.8,34835.3,35791.1,36824.9,38870.8,0.022155511,-0.004632748,-0.020547018,-0.063333425,0.046354756,79,24.34
2021/1/18,2021/1/19,34487.44718,2165.579849,1.232002448,-1.311479421,34089.6,35574.5,36466.5,37378.6,41183.4,-0.020402027,0.022155511,-0.004632748,-0.020547018,-0.063333425,79,24.34
2021/1/19,2021/1/20,36641.87719,2238.196719,0.532787684,1.995672411,33342.7,35292.7,36454.2,37802,40614.2,-0.011862854,-0.020402027,0.022155511,-0.004632748,-0.020547018,80,23.24
2021/1/20,2021/1/21,34864.87722,1416.883219,0.181550784,0.778897599,32698.4,34197.6,35094,35965.6,37385.5,-0.139496402,-0.011862854,-0.020402027,0.022155511,-0.004632748,78,21.58
