變數組合,Kurtosis_係數,Kurtosis_p值,Kurtosis_顯著性,變數數量,R平方,MSE
Kurtosis + Mean + Fear and Greed Index + VIX + T-1 Return + T-2 Return + T-4 Return,-0.21185088521725373,0.039356503106145455,**,7,0.10136559055701777,0.8910828597837975
Kurtosis + Median + Fear and Greed Index + T-1 Return + T-2 Return + T-3 Return,-0.201563466711731,0.04129819768602006,**,6,0.08638998634976591,0.9059326185775429
Kurtosis + Median + Fear and Greed Index + VIX + T-1 Return + T-4 Return,-0.20721501144753543,0.042589752073104496,**,6,0.09667662783015485,0.8957324194625356
Kurtosis + Mean + Fear and Greed Index + T-1 Return + T-4 Return,-0.19553457949245595,0.042834287841766114,**,5,0.0960230073691386,0.8963805473146358
Kurtosis + Median + Fear and Greed Index + VIX + T-1 Return + T-2 Return + T-3 Return,-0.21024389431773732,0.04466718897127035,**,7,0.08695128877353664,0.9053760329808629
Kurtosis + Mean + Fear and Greed Index + T-1 Return + T-2 Return + T-3 Return,-0.19710208310008018,0.04531500703113221,**,6,0.08610228085908833,0.9062179063750215
Kurtosis + Mean + Fear and Greed Index + VIX + T-1 Return + T-4 Return,-0.20285829174124376,0.04649421095691396,**,6,0.096471363858605,0.8959359585267614
Kurtosis + Median + Fear and Greed Index + T-1 Return + T-3 Return,-0.1937509263232276,0.04773734521371035,**,5,0.08229226510837151,0.9099959051866569
Kurtosis + Mean + Median + Fear and Greed Index + VIX + T-1 Return + T-2 Return + T-3 Return + T-4 Return,-0.30063604490986734,0.04855846900887958,**,9,0.11248649212332873,0.8800554111718253
Kurtosis + Median + Fear and Greed Index + T-1 Return + T-2 Return,-0.1919692832489823,0.04872768836335319,**,5,0.08274073542459492,0.9095512035285529
Kurtosis + Mean + Fear and Greed Index + VIX + T-1 Return + T-2 Return + T-3 Return,-0.20548812846151474,0.04894250322164249,**,7,0.08663201332374448,0.905692625443682
Kurtosis + Mean + Fear and Greed Index + T-1 Return + T-3 Return,-0.18958863724300534,0.05204780772095054,*,5,0.0820859925870695,0.9102004443254269
Kurtosis + Median + Fear and Greed Index + T-1 Return,-0.18707455267295245,0.05308248609342294,*,4,0.07992667935654607,0.9123416120666183
Kurtosis + Median + Fear and Greed Index + VIX + T-1 Return + T-3 Return,-0.20008891199618695,0.053111497993943144,*,6,0.08261268423087009,0.9096781786618262
Kurtosis + Mean + Fear and Greed Index + T-1 Return + T-2 Return,-0.18778580030003084,0.05316219118703468,*,5,0.08254081516742717,0.9097494437835595
Kurtosis + Median + Fear and Greed Index + VIX + T-1 Return + T-2 Return,-0.19792459646816712,0.054231022015904004,*,6,0.08303452711995218,0.9092598806709719
Kurtosis + Mean + Median + Fear and Greed Index + T-1 Return + T-2 Return + T-3 Return + T-4 Return,-0.2740162811629647,0.05441608535268521,*,8,0.1103621340320895,0.8821619175143987
Kurtosis + Mean + Fear and Greed Index + T-1 Return,-0.1830882823244547,0.05767946988052561,*,4,0.07977669037814594,0.9124903406334351
Kurtosis + Mean + Fear and Greed Index + VIX + T-1 Return + T-3 Return,-0.19569437421216315,0.05778867890516389,*,6,0.08238609998091184,0.9099028588424571
Kurtosis + Mean + Fear and Greed Index + VIX + T-1 Return + T-2 Return,-0.19351884257330182,0.059036524808875133,*,6,0.08281565747116337,0.9094769110790143
Kurtosis + Median + Fear and Greed Index + VIX + T-1 Return,-0.19164880462481834,0.06008220299975794,*,5,0.08010740610034961,0.9121624040349474
Kurtosis + Median + Fear and Greed Index + T-2 Return + T-3 Return + T-4 Return,-0.1789253477957605,0.06322035843111663,*,6,0.083728137527047,0.90857209892276
Kurtosis + Std + Median + Fear and Greed Index + T-1 Return + T-2 Return + T-3 Return + T-4 Return,-0.27374197775346665,0.06351445942322619,*,8,0.11008098169151492,0.8824407072302625
Kurtosis + Std + Median + Fear and Greed Index + VIX + T-1 Return + T-2 Return + T-3 Return + T-4 Return,-0.2746553021561159,0.06381624353973225,*,9,0.1107864128825754,0.8817412040324043
Kurtosis + Mean + Fear and Greed Index + VIX + T-1 Return,-0.18747331499295566,0.06512287577954777,*,5,0.07994412316972732,0.9123243148401023
Kurtosis + Mean + Std + Median + Fear and Greed Index + VIX + T-1 Return + T-2 Return + T-3 Return + T-4 Return,-0.3242355876502778,0.06562406567052141,*,10,0.11309761304558863,0.8794494257195004
Kurtosis + Median + Fear and Greed Index + T-3 Return + T-4 Return,-0.17564470490199557,0.06661098881577047,*,5,0.08160681104258327,0.9106755991342451
Kurtosis + Mean + Std + Fear and Greed Index + T-1 Return + T-2 Return + T-3 Return + T-4 Return,-0.2674695622560913,0.06685998080610675,*,8,0.10964317957922753,0.882874830333203
Kurtosis + Mean + Std + Fear and Greed Index + VIX + T-1 Return + T-2 Return + T-3 Return + T-4 Return,-0.26833226394762494,0.06720480686347018,*,9,0.11030702654134539,0.8822165619169854
Kurtosis + Median + Fear and Greed Index + VIX + T-2 Return + T-3 Return + T-4 Return,-0.1859041337603087,0.06794400063638943,*,7,0.0841303748739819,0.9081732417215977
Kurtosis + Mean + Skewness + Median + Fear and Greed Index + VIX + T-1 Return + T-2 Return + T-3 Return + T-4 Return,-0.2870174956238998,0.06817647435724476,*,10,0.11359192655786265,0.8789592661022876
Kurtosis + Std + Median + Fear and Greed Index + T-1 Return + T-2 Return + T-3 Return,-0.2707047904975887,0.06825505047092548,*,7,0.08964907546262868,0.9027009167681497
Kurtosis + Mean + Fear and Greed Index + T-2 Return + T-3 Return + T-4 Return,-0.17510063476673046,0.06837079861798048,*,6,0.08366484141438613,0.9086348631353148
Kurtosis + Std + Median + Fear and Greed Index + VIX + T-1 Return + T-2 Return + T-3 Return,-0.27096120321735967,0.0692975693821832,*,8,0.08971573533184352,0.9026348170659031
Kurtosis + Std + Median + Fear and Greed Index + T-1 Return + T-3 Return + T-4 Return,-0.2672930540739732,0.06939775423784911,*,7,0.10311685049959152,0.8893463163113294
Kurtosis + Mean + Std + Median + Fear and Greed Index + T-1 Return + T-2 Return + T-3 Return + T-4 Return,-0.31528305320410366,0.06984515257240309,*,9,0.11180157162922866,0.8807345760315212
Kurtosis + Std + Median + Fear and Greed Index + T-1 Return + T-2 Return + T-4 Return,-0.2667580519625019,0.06984572753515926,*,7,0.1033531617642246,0.8891119908556427
Kurtosis + Std + Median + Fear and Greed Index + VIX + T-1 Return + T-3 Return + T-4 Return,-0.26768948238290746,0.0702523663316478,*,8,0.10337600831433569,0.8890893362933477
Kurtosis + Std + Median + Fear and Greed Index + VIX + T-1 Return + T-2 Return + T-4 Return,-0.26705493595403124,0.07080778892026085,*,8,0.10354843602296859,0.8889183575570564
Kurtosis + Median + Fear and Greed Index + T-2 Return + T-4 Return,-0.17203468580217265,0.07105219620869414,*,5,0.08076451270217089,0.9115108193373433
Kurtosis + Mean + Std + Fear and Greed Index + T-1 Return + T-2 Return + T-3 Return,-0.26471132122608215,0.07150635218161998,*,7,0.08932668452339088,0.9030205985398312
Kurtosis + Mean + Fear and Greed Index + T-3 Return + T-4 Return,-0.1719572156660171,0.071846110451332,*,5,0.08157451868611243,0.9107076201263758
Kurtosis + Std + Median + Fear and Greed Index + T-1 Return + T-2 Return,-0.26601743068773226,0.07194435681321693,*,6,0.08643252812449675,0.9058904342967175
Kurtosis + Std + Median + Fear and Greed Index + T-1 Return + T-3 Return,-0.26608201471578435,0.07203307058280145,*,6,0.08583655324279371,0.9064814009861375
Kurtosis + Mean + Std + Fear and Greed Index + T-1 Return + T-3 Return + T-4 Return,-0.2616047584154826,0.07246953443041636,*,7,0.102820771315702,0.8896399074348502
Kurtosis + Mean + Std + Fear and Greed Index + VIX + T-1 Return + T-2 Return + T-3 Return,-0.26493698869979143,0.07260421998495034,*,8,0.08938059053181546,0.9029671455230737
Kurtosis + Median + Fear and Greed Index + T-4 Return,-0.17019149984423823,0.0727054117861524,*,4,0.07939116372719801,0.9128726275646272
Kurtosis + Median + Fear and Greed Index + VIX + T-3 Return + T-4 Return,-0.1812893243602964,0.07291016255236903,*,6,0.08187985225063454,0.910404852390127
Kurtosis + Mean + Std + Fear and Greed Index + T-1 Return + T-2 Return + T-4 Return,-0.2610479747661144,0.07296274459294647,*,7,0.1030746464276644,0.8893881657271899
Kurtosis + Std + Median + Fear and Greed Index + VIX + T-1 Return + T-2 Return,-0.26603463099405267,0.07323625483535384,*,7,0.08643322760332262,0.905889740695865
Kurtosis + Std + Median + Fear and Greed Index + T-1 Return + T-4 Return,-0.2627702587767792,0.07328057333701028,*,6,0.0988944507187598,0.8935332337410617
Kurtosis + Std + Median + Fear and Greed Index + VIX + T-1 Return + T-3 Return,-0.2661224588171864,0.07330766827643685,*,7,0.08583952052145827,0.9064784586425876
Kurtosis + Mean + Fear and Greed Index + VIX + T-2 Return + T-3 Return + T-4 Return,-0.1818718075029151,0.07334710180903745,*,7,0.08404682590853141,0.9082560885949017
Kurtosis + Mean + Std + Fear and Greed Index + VIX + T-1 Return + T-3 Return + T-4 Return,-0.2619807131949734,0.07336213096777898,*,8,0.10305700796519068,0.8894056559672899
Kurtosis + Mean + Std + Skewness + Median + Fear and Greed Index + VIX + T-1 Return + T-2 Return + T-3 Return + T-4 Return,-0.31728177955343484,0.07368992534276046,*,11,0.1147778337452795,0.8777833245214876
Kurtosis + Mean + Std + Fear and Greed Index + VIX + T-1 Return + T-2 Return + T-4 Return,-0.26132846761657963,0.0739630827447842,*,8,0.10325037450492258,0.8892139143564635
Kurtosis + Std + Median + Fear and Greed Index + T-1 Return,-0.26296101424715024,0.07414946392335933,*,5,0.08379110146106727,0.9085096640974292
Kurtosis + Std + Median + Fear and Greed Index + VIX + T-1 Return + T-4 Return,-0.2628937137207895,0.07445085449039383,*,7,0.09895604514791079,0.8934721569121558
Kurtosis + Mean + Std + Fear and Greed Index + T-1 Return + T-2 Return,-0.2604161565082405,0.07500221009497895,*,6,0.08621414621480628,0.9061069810643098
Kurtosis + Mean + Std + Fear and Greed Index + T-1 Return + T-3 Return,-0.26051672833181694,0.07505241750899193,*,6,0.08561155221368433,0.9067045112502963
Kurtosis + Mean + Skewness + Median + Fear and Greed Index + T-1 Return + T-2 Return + T-3 Return + T-4 Return,-0.2607000423097013,0.07528116122242585,*,9,0.11172733816969982,0.8808081856804658
Kurtosis + Mean + Median + Fear and Greed Index + VIX + T-1 Return + T-3 Return + T-4 Return,-0.2636230150922361,0.07531367246186875,*,8,0.1030873519530553,0.88937556697092
Kurtosis + Std + Median + Fear and Greed Index + VIX + T-1 Return,-0.26291005050451094,0.07551511334887298,*,6,0.08380149754133104,0.9084993553791844
Kurtosis + Mean + Std + Fear and Greed Index + T-1 Return + T-4 Return,-0.25743192574368146,0.07617582934429135,*,6,0.09869931400344667,0.8937267306520446
Kurtosis + Mean + Std + Fear and Greed Index + VIX + T-1 Return + T-2 Return,-0.2604180623558875,0.07634173641085273,*,7,0.08621415480696704,0.9061069725443521
Kurtosis + Mean + Std + Fear and Greed Index + VIX + T-1 Return + T-3 Return,-0.2605392069510335,0.07637643904389663,*,7,0.08561247430785612,0.906703596904815
Kurtosis + Mean + Fear and Greed Index + T-2 Return + T-4 Return,-0.16837778003248052,0.07656953570820457,*,5,0.08075438639108323,0.9115208605533798
Kurtosis + Mean + Std + Skewness + Median + Fear and Greed Index + T-1 Return + T-2 Return + T-3 Return + T-4 Return,-0.30940891325791237,0.07678225009664956,*,10,0.11394620037858094,0.8786079693724996
Kurtosis + Mean + Std + Fear and Greed Index + T-1 Return,-0.257649098906769,0.07702335424071467,*,5,0.08363441274945727,0.9086650360971766
Kurtosis + Mean + Std + Fear and Greed Index + VIX + T-1 Return + T-4 Return,-0.2575471928863444,0.07738061065044707,*,7,0.09875067441257701,0.8936758018429907
Kurtosis + Median + Fear and Greed Index + VIX + T-2 Return + T-4 Return,-0.17687141067330295,0.0782182007152913,*,6,0.08097480096678666,0.9113022982010015
Kurtosis + Mean + Fear and Greed Index + T-4 Return,-0.16662454229740478,0.07822879406327987,*,4,0.07939862362235783,0.912865230357662
Kurtosis + Mean + Median + Fear and Greed Index + T-1 Return + T-3 Return + T-4 Return,-0.2455165939783018,0.07831798175440961,*,7,0.10193370443220295,0.8905195199747904
Kurtosis + Mean + Std + Fear and Greed Index + VIX + T-1 Return,-0.25758546599843296,0.07843390672130078,*,6,0.08364988371932869,0.9086496951354556
Kurtosis + Mean + Fear and Greed Index + VIX + T-3 Return + T-4 Return,-0.1774218973170523,0.07847623706561364,*,6,0.08183237206145444,0.9104519335861208
Kurtosis + Median + Fear and Greed Index + VIX + T-4 Return,-0.17425444613157687,0.08094062935292362,*,5,0.07954269448717388,0.9127223701723822
Kurtosis + Mean + Median + Fear and Greed Index + VIX + T-1 Return + T-2 Return + T-4 Return,-0.2549213533936081,0.0812920830417366,*,8,0.10279394793932795,0.8896665054047
Kurtosis + Median + Fear and Greed Index + T-2 Return + T-3 Return,-0.16732451686936156,0.08193659183210326,*,5,0.06865972804022857,0.9235138831197732
Kurtosis + Mean + Median + Fear and Greed Index + T-1 Return + T-2 Return + T-4 Return,-0.2387031274470786,0.0836145251463772,*,7,0.10179582373542606,0.8906562420102498
Kurtosis + Median + Fear and Greed Index + T-3 Return,-0.16535013172574548,0.08383748663902287,*,4,0.06761012704078373,0.9245546639427522
Kurtosis + Mean + Fear and Greed Index + VIX + T-2 Return + T-4 Return,-0.173050051683246,0.08409882990769921,*,6,0.08095210541122133,0.9113248030376123
Kurtosis + Skewness + Median + Fear and Greed Index + VIX + T-1 Return + T-2 Return + T-3 Return + T-4 Return,-0.2606462838470524,0.08526773821702356,*,9,0.11008597811321985,0.8824357527952946
Kurtosis + Mean + Std + Median + Fear and Greed Index + T-1 Return + T-2 Return + T-3 Return,-0.2999439484344574,0.08610593151984038,*,8,0.09051059647659632,0.9018466354265684
Kurtosis + Mean + Std + Median + Fear and Greed Index + VIX + T-1 Return + T-3 Return + T-4 Return,-0.2990108532769415,0.08613778548187792,*,9,0.10435965859873397,0.8881139519777259
Kurtosis + Mean + Std + Median + Fear and Greed Index + VIX + T-1 Return + T-2 Return + T-3 Return,-0.3032116108497986,0.08640821171760178,*,9,0.09071150423650043,0.9016474159671677
Kurtosis + Mean + Skewness + Fear and Greed Index + VIX + T-1 Return + T-2 Return + T-3 Return + T-4 Return,-0.2594047812911399,0.08672870718580243,*,9,0.1097726024800022,0.8827464950198298
Kurtosis + Median + Fear and Greed Index + T-2 Return,-0.1631343565804967,0.08674238975423129,*,4,0.06730669370152675,0.9248555474220155
Kurtosis + Mean + Fear and Greed Index + VIX + T-4 Return,-0.1705375481763896,0.08687843656853972,*,5,0.079540127582995,0.9127249155059378
Kurtosis + Median + Fear and Greed Index,-0.16198115993163759,0.08742385805878636,*,3,0.06658902327763405,0.9255671870020098
Kurtosis + Mean + Std + Median + Fear and Greed Index + T-1 Return + T-3 Return + T-4 Return,-0.2944918886416501,0.08762716545013614,*,8,0.1038920809489926,0.8885776004035201
Kurtosis + Mean + Fear and Greed Index + T-2 Return + T-3 Return,-0.16365655409283453,0.08808454651368472,*,5,0.06862549353930225,0.923547829935818
Kurtosis + Mean + Median + Fear and Greed Index + VIX + T-1 Return + T-2 Return + T-3 Return,-0.2567111641274203,0.08946496815955979,*,8,0.0884868952335327,0.9038533307768332
Kurtosis + Mean + Std + Median + Fear and Greed Index + VIX + T-1 Return + T-2 Return + T-4 Return,-0.2947358931453904,0.08950168598769875,*,9,0.10433653578343793,0.8881368804836496
Kurtosis + Mean + Fear and Greed Index + T-3 Return,-0.16177627781320753,0.08999678578202491,*,4,0.06759588407952666,0.9245687872152594
Kurtosis + Mean + Median + Fear and Greed Index + T-1 Return + T-2 Return + T-3 Return,-0.24041112312234705,0.09016625397255434,*,7,0.08760946540219727,0.9047233872482413
Kurtosis + Mean + Std + Median + Fear and Greed Index + T-1 Return + T-2 Return + T-4 Return,-0.29114447200434984,0.09033566299268689,*,8,0.10398878180053128,0.8884817121641791
Kurtosis + Median + Fear and Greed Index + VIX + T-2 Return + T-3 Return,-0.17096412460427324,0.09213541157441077,*,6,0.06877444106248098,0.9234001340724979
Kurtosis + Mean + Fear and Greed Index + T-2 Return,-0.15958388235996376,0.09307334423284566,*,4,0.06730607457692406,0.9248561613438903
Kurtosis + Skewness + Median + Fear and Greed Index + T-1 Return + T-2 Return + T-3 Return + T-4 Return,-0.23651938178954618,0.09334552343099324,*,8,0.10842303116415908,0.8840847254002456
Kurtosis + Mean + Fear and Greed Index,-0.15849480880532632,0.09372409020847106,*,3,0.06660055365760542,0.9255557535159877
Kurtosis + Std + Skewness + Median + Fear and Greed Index + VIX + T-1 Return + T-2 Return + T-3 Return + T-4 Return,-0.2844489795873178,0.09438958762829291,*,10,0.11090423258109838,0.8816243744153814
Kurtosis + Mean + Skewness + Fear and Greed Index + T-1 Return + T-2 Return + T-3 Return + T-4 Return,-0.23538254476802298,0.09490926344744502,*,8,0.1081219740872783,0.884383252585724
Kurtosis + Mean + Std + Skewness + Median + Fear and Greed Index + T-1 Return + T-2 Return + T-3 Return,-0.2930123197536417,0.0950016857946027,*,9,0.09403337484321339,0.8983534602395027
Kurtosis + Median + Fear and Greed Index + VIX + T-3 Return,-0.1682006240167808,0.09520848096058016,*,5,0.06768254702315624,0.9244828525316603
Kurtosis + Mean + Std + Skewness + Median + Fear and Greed Index + T-1 Return + T-3 Return + T-4 Return,-0.2886339966091754,0.09574137211489851,*,9,0.10632871684289857,0.8861614404414955
Kurtosis + Mean + Std + Skewness + Median + Fear and Greed Index + VIX + T-1 Return + T-3 Return + T-4 Return,-0.2918852021831591,0.0959669022485109,*,10,0.10652813367723102,0.8859636993788801
Kurtosis + Mean + Std + Skewness + Fear and Greed Index + VIX + T-1 Return + T-2 Return + T-3 Return + T-4 Return,-0.28204727275849595,0.09658093228635393,*,10,0.1105266033771991,0.881998830264626
Kurtosis + Mean + Std + Skewness + Median + Fear and Greed Index + VIX + T-1 Return + T-2 Return + T-3 Return,-0.2943886638059865,0.09780508546084363,*,10,0.09406357260531917,0.8983235162401038
Kurtosis + Std + Skewness + Median + Fear and Greed Index + T-1 Return + T-2 Return + T-3 Return + T-4 Return,-0.27676154848326934,0.09849865462037684,*,9,0.11009326316617285,0.882428528961274
Kurtosis + Median + Fear and Greed Index + VIX + T-2 Return,-0.16555021417792523,0.09862280003859704,*,5,0.06736087536982771,0.9248018210618516
Kurtosis + Mean + Fear and Greed Index + VIX + T-2 Return + T-3 Return,-0.16711947038310415,0.09880579710066055,*,6,0.06873020035096378,0.92344400301333
Kurtosis + Mean + Std + Median + Fear and Greed Index + T-1 Return + T-3 Return,-0.2856135512137521,0.09898225684358404,*,7,0.08623816005805829,0.9060831690180597
Kurtosis + Mean + Std + Skewness + Median + Fear and Greed Index + T-1 Return + T-2 Return + T-4 Return,-0.2852621575756162,0.09903319353501497,*,9,0.10580630939361646,0.8866794579122123
Kurtosis + Mean + Std + Median + Fear and Greed Index + T-1 Return + T-2 Return,-0.28423378698062113,0.09964612104239066,*,7,0.08678824144457431,0.9055377101642036
Kurtosis + Mean + Std + Skewness + Median + Fear and Greed Index + VIX + T-1 Return + T-2 Return + T-4 Return,-0.28781453568581383,0.09981537410926035,*,10,0.10594235753327563,0.8865445530342309
Kurtosis + Median + Fear and Greed Index + VIX,-0.163910337600821,0.10007470926935887,,4,0.06662416000046267,0.9255323455457597
Kurtosis + Mean + Std + Skewness + Fear and Greed Index + T-1 Return + T-2 Return + T-3 Return + T-4 Return,-0.2742327362519124,0.10090510346569735,,9,0.10970153989913256,0.8828169604361544
Kurtosis + Mean + Std + Median + Fear and Greed Index + VIX + T-1 Return + T-3 Return,-0.2866817562817521,0.10111841018369289,,8,0.08626687496630914,0.9060546954115589
Kurtosis + Fear and Greed Index + T-1 Return + T-2 Return + T-3 Return + T-4 Return,-0.1634398400522826,0.10122430406605958,,6,0.03817743429944709,0.9537400231316407
Kurtosis + Mean + Std + Median + Fear and Greed Index + VIX + T-1 Return + T-2 Return,-0.28498829787167773,0.10191858526051441,,8,0.08680476779646584,0.9055213226892187
Kurtosis + Mean + Fear and Greed Index + VIX + T-3 Return,-0.16446824750273306,0.10193871936236003,,5,0.06766094262890654,0.9245042753763784
Kurtosis + Mean + Median + Fear and Greed Index + T-1 Return + T-4 Return,-0.22261933352836832,0.10195564691639622,,6,0.09667751032739846,0.8957315443812351
Kurtosis + Mean + Std + Median + Fear and Greed Index + T-1 Return + T-4 Return,-0.2792580377912242,0.10202304624870748,,7,0.09919327479303208,0.8932369207934641
Kurtosis + Mean + Median + Fear and Greed Index + VIX + T-1 Return + T-4 Return,-0.23476083981959184,0.1025056065640085,,7,0.09729122227272846,0.8951229896791433
Kurtosis + Mean + Std + Median + Fear and Greed Index + VIX + T-1 Return + T-4 Return,-0.2811148900896551,0.10273005930931713,,8,0.0993095795867528,0.8931215933509512
Kurtosis + Mean + Skewness + Median + Fear and Greed Index + VIX + T-1 Return + T-3 Return + T-4 Return,-0.24925873983752198,0.10334058217861082,,9,0.10438811618414645,0.8880857335316866
Kurtosis + Mean + Fear and Greed Index + VIX + T-2 Return,-0.161852755064801,0.10553460258198498,,5,0.06735421183872359,0.9248084285968959
Kurtosis + Fear and Greed Index + T-1 Return + T-3 Return + T-4 Return,-0.159816543329896,0.10601555136968623,,5,0.036898512000173245,0.9550081981847022
Kurtosis + Mean + Skewness + Median + Fear and Greed Index + T-1 Return + T-3 Return + T-4 Return,-0.23181108436936437,0.10622883853153808,,8,0.1034281266390179,0.8890376559377806
Kurtosis + Mean + Fear and Greed Index + VIX,-0.1602871475386293,0.10698915422869673,,4,0.06663108146342156,0.9255254822463551
Kurtosis + Mean + Std + Median + Fear and Greed Index + T-1 Return,-0.27538939345139035,0.10808284715311263,,6,0.08396107778110118,0.9083411161498325
Kurtosis + Mean + Std + Skewness + Median + Fear and Greed Index + T-1 Return + T-3 Return,-0.2787952191673192,0.10871868327352913,,8,0.08991292595313982,0.9024392835086512
Kurtosis + Mean + Skewness + Median + Fear and Greed Index + VIX + T-1 Return + T-2 Return + T-4 Return,-0.2426552875413654,0.11016989505194709,,9,0.10360108699980419,0.8888661490254043
Kurtosis + Mean + Std + Skewness + Median + Fear and Greed Index + T-1 Return + T-2 Return,-0.2768959852023695,0.1104643349166724,,8,0.08987918842747356,0.9024727375256986
Kurtosis + Mean + Std + Median + Fear and Greed Index + VIX + T-1 Return,-0.2751904533808428,0.11133784054314276,,7,0.08396247424739633,0.9083397314185482
Kurtosis + Mean + Std + Skewness + Median + Fear and Greed Index + T-1 Return + T-4 Return,-0.2733104192231112,0.11149039003104327,,8,0.10128948600201437,0.8911583248047251
Kurtosis + Mean + Median + Fear and Greed Index + T-1 Return + T-3 Return,-0.22141799895590764,0.11166412029921356,,6,0.08294366627455685,0.9093499779798512
Kurtosis + Fear and Greed Index + VIX + T-1 Return + T-2 Return + T-3 Return + T-4 Return,-0.16795669649479256,0.1118414603383972,,7,0.03833609457534459,0.9535826961353725
Kurtosis + Mean + Skewness + Median + Fear and Greed Index + T-1 Return + T-2 Return + T-4 Return,-0.22675833203275642,0.11208904052460342,,8,0.10276717750664432,0.8896930508757644
Kurtosis + Fear and Greed Index + T-1 Return + T-2 Return + T-4 Return,-0.1562509263987094,0.11216315004767533,,5,0.035897271007488296,0.9560010253875327
Kurtosis + Mean + Std + Skewness + Median + Fear and Greed Index + VIX + T-1 Return + T-3 Return,-0.27806308419300996,0.11359912635022286,,9,0.08992423521115334,0.9024280692864194
Kurtosis + Mean + Std + Skewness + Median + Fear and Greed Index + VIX + T-1 Return + T-4 Return,-0.273984477990508,0.11417038031277549,,9,0.10130135014041342,0.8911465603649681
Kurtosis + Mean + Median + Fear and Greed Index + T-1 Return + T-2 Return,-0.21776062008495434,0.11425293521136903,,6,0.08332266979146696,0.9089741593664444
Kurtosis + Fear and Greed Index + T-1 Return + T-4 Return,-0.1542976043195254,0.11433661452795704,,4,0.03517851645784764,0.9567137399829745
Kurtosis + Std + Median + Fear and Greed Index,-0.2292304529127057,0.11443020658799628,,4,0.0696936147759506,0.9224886845078808
Kurtosis + Std + Median + Fear and Greed Index + T-3 Return,-0.2300668131825464,0.11463250263958448,,5,0.07050566581898587,0.9216834574231904
Kurtosis + Mean + Median + Fear and Greed Index + VIX + T-1 Return + T-3 Return,-0.23266668859912185,0.11480919031889958,,7,0.0834192879185941,0.908878353156352
Kurtosis + Mean + Std + Skewness + Median + Fear and Greed Index + VIX + T-1 Return + T-2 Return,-0.2759381320049497,0.11549538632080449,,9,0.08990028633873526,0.9024518169078087
Kurtosis + Std + Median + Fear and Greed Index + T-2 Return + T-3 Return,-0.2301236753553813,0.11599540664659222,,6,0.07139323390715391,0.9208033478903853
Kurtosis + Std + Median + Fear and Greed Index + T-2 Return,-0.22915742242931234,0.11603602814321572,,5,0.07030289221499963,0.9218845270473113
Kurtosis + Std + Median + Fear and Greed Index + VIX,-0.22922104484495412,0.11603637733303958,,5,0.0697819504756465,0.9224010911249894
Kurtosis + Std + Median + Fear and Greed Index + VIX + T-3 Return,-0.2300407053709135,0.11629041368509334,,6,0.07054868521797886,0.921640799531752
Kurtosis + Std + Skewness + Median + Fear and Greed Index + T-1 Return + T-2 Return + T-4 Return,-0.261146299129592,0.1164643073952114,,8,0.10339731502890981,0.8890682086267954
Kurtosis + Std + Skewness + Median + Fear and Greed Index + VIX + T-1 Return + T-2 Return + T-4 Return,-0.2640766548013086,0.11690671673201362,,9,0.1035600224916936,0.8889068684536148
Kurtosis + Mean + Std + Fear and Greed Index,-0.22518406210476555,0.11726882439154221,,4,0.06975239170956549,0.9224304014980779
