執行時間,平均執行時間(秒),最短執行時間(秒),最長執行時間(秒),第1次執行時間(秒),第2次執行時間(秒),第3次執行時間(秒),第4次執行時間(秒),第5次執行時間(秒),第6次執行時間(秒),第7次執行時間(秒),第8次執行時間(秒),第9次執行時間(秒),第10次執行時間(秒)
2025-02-05 13:03:49,362.8239832162857,316.9929962158203,391.24459981918335,345.63201785087585,345.42119693756104,344.41880202293396,316.9929962158203,374.01786375045776,389.35304594039917,388.7281560897827,387.23103880882263,391.24459981918335,345.20011472702026
