Observation Date,Expiration Date,Mean,Std,Skewness,Kurtosis,5% Quantile,25% Quantile,Median,75% Quantile,95% Quantile,T Return,T-1 Return,T-2 Return,T-3 Return,T-4 Return
2022-01-21,2022-01-28,36367.545040890014,4055.6033050329293,-0.11702068021273365,1.453598287074338,29764.800000000003,33989.0,36415.0,38822.700000000004,42852.4,0.034286474537253725,-0.07743637433895674,0.05316599451077556,-0.074634377946052,0.12088150907818782
2022-02-04,2022-02-11,41389.14938841293,3452.333566677866,-0.07887540035017403,1.6634483276297587,35780.1,39373.3,41420.0,43444.700000000004,46884.8,0.019047609521052885,-0.12843530475503656,-0.09972483795049063,0.06924606930009812,-0.139711040543648
2022-02-11,2022-02-18,42611.80534476859,3919.3181481260767,-0.3425898664352857,1.7686788742251816,36117.4,40373.100000000006,42723.0,45033.100000000006,48678.3,-0.05828834488359274,-0.021643842010422916,0.13375263197862855,0.22703102155709443,-0.2911410640525768
2022-02-18,2022-02-25,40032.83298758785,3395.691416704917,-0.3618008389606937,1.9587741841448443,34353.5,38137.700000000004,40166.9,42095.4,45235.100000000006,-0.019074591994260634,0.09680046722035515,-0.016087219316751406,0.10962645914541769,-0.04357842669466269
2022-03-04,2022-03-11,39140.674762298855,4388.427039713986,-0.10693005871291275,1.1571580034652929,31950.300000000003,36467.0,39209.0,41884.200000000004,46101.100000000006,-0.010762803559755589,-0.09494379671435668,0.025468521923638684,0.03135411864771742,0.013564753660021592
2022-03-11,2022-03-18,38688.50030511688,4011.9601676952984,0.008181866184430597,1.126771067788864,32145.600000000002,36208.3,38747.1,41165.8,45089.5,0.07527592439936603,0.035299489769487026,0.05094859283564314,-0.005133945950425964,-0.04134840212568443
2022-03-18,2022-03-25,41696.04720319197,3786.137474522524,0.0326744546793612,1.1879630616880181,35591.700000000004,39365.3,41693.100000000006,44011.600000000006,47815.700000000004,0.05940238303876092,-0.16678078223352008,-0.09944781085277099,-0.10866192712618297,-0.12583701897431543
2022-04-08,2022-04-15,42342.54883032384,3341.383086512797,-0.5176762307184498,2.2198138509686,36707.0,40519.700000000004,42498.8,44398.3,47380.8,-0.041069291438686296,0.034286474537253725,-0.07743637433895674,0.05316599451077556,-0.074634377946052
2022-04-15,2022-04-22,40400.770942853625,2735.59615593867,-0.20802276620325855,0.7805351750061291,35781.4,38702.1,40530.8,42188.200000000004,44625.9,-0.021000239977836958,0.019047609521052885,-0.12843530475503656,-0.09972483795049063,0.06924606930009812
2022-04-22,2022-04-29,39501.570425608246,2756.106325329294,-0.28038501220910195,1.3596823926442907,34909.0,37916.9,39616.4,41243.9,43829.0,-0.028430901029202302,-0.05828834488359274,-0.021643842010422916,0.13375263197862855,0.22703102155709443
2022-05-06,2022-05-13,35908.147494853794,2727.2059873476387,-0.3768186282128319,1.5212916133349994,31262.9,34347.200000000004,36054.200000000004,37622.6,40047.9,-0.2067559265225345,-0.019074591994260634,0.09680046722035515,-0.016087219316751406,0.10962645914541769
2022-05-13,2022-05-20,29516.935426733573,3868.2849808263845,-1.483177905251327,6.727006332250776,23423.300000000003,27890.0,29831.7,31705.7,34786.9,-0.002942141081954314,-0.010762803559755589,-0.09494379671435668,0.025468521923638684,0.03135411864771742
2022-05-20,2022-05-27,29102.322206633984,3103.773484483036,-0.5488364598621037,2.3571688889588103,23854.2,27431.100000000002,29273.300000000003,30997.7,33742.3,-0.019755164310878454,0.07527592439936603,0.035299489769487026,0.05094859283564314,-0.005133945950425964
2022-06-03,2022-06-10,29538.01398703709,2476.0284325598236,-0.5474401104167054,1.4539283720963025,25245.100000000002,28239.5,29842.7,31245.800000000003,33327.8,-0.020695019052258463,0.05940238303876092,-0.16678078223352008,-0.09944781085277099,-0.10866192712618297
2022-06-10,2022-06-17,29098.85958848859,2807.8601106031997,-0.5491731865562508,1.7490013758247036,24191.5,27552.4,29330.2,30874.9,33221.8,-0.35155683330952964,-0.041069291438686296,0.034286474537253725,-0.07743637433895674,0.05316599451077556
2022-06-17,2022-06-24,20486.603096066603,2868.8426576559036,-1.227192205413776,4.660057908503309,15704.900000000001,19166.4,20759.4,22222.5,24453.100000000002,0.03687516926817389,-0.021000239977836958,0.019047609521052885,-0.12843530475503656,-0.09972483795049063
2022-07-08,2022-07-15,21755.53525879951,2157.713656177768,-0.24732320783206937,1.3991965205902481,18199.2,20475.9,21804.7,23110.100000000002,25129.4,-0.036054054013489066,-0.028430901029202302,-0.05828834488359274,-0.021643842010422916,0.13375263197862855
2022-07-15,2022-07-22,20872.402621898604,1953.3940384670627,-0.207750394830703,1.2274592219370186,17627.7,19701.100000000002,20930.300000000003,22103.800000000003,23921.600000000002,0.08530024357083561,-0.2067559265225345,-0.019074591994260634,0.09680046722035515,-0.016087219316751406
2022-07-22,2022-07-29,22756.018749661405,2695.7077278955467,0.11299459807604002,1.0181792590632899,18500.0,21052.9,22712.5,24411.4,27196.100000000002,0.04688561166461227,-0.002942141081954314,-0.010762803559755589,-0.09494379671435668,0.025468521923638684
2022-08-05,2022-08-12,23212.84925821206,2102.8053003896944,0.3170427677340479,0.8834416561623191,19987.4,21822.5,23112.0,24499.2,26776.300000000003,0.04574767483638656,-0.019755164310878454,0.07527592439936603,0.035299489769487026,0.05094859283564314
2022-08-12,2022-08-19,24241.8919380769,1955.7313840074407,0.09275652852508665,0.6898802908485884,21108.7,22970.300000000003,24224.600000000002,25487.2,27435.7,-0.1581289538111136,-0.020695019052258463,0.05940238303876092,-0.16678078223352008,-0.09944781085277099
2022-08-19,2022-08-26,20940.411169353247,2283.9410043168705,-0.16287483277533585,1.7109951200199438,17217.8,19615.0,20972.100000000002,22314.600000000002,24546.800000000003,-0.02889226624399931,-0.35155683330952964,-0.041069291438686296,0.034286474537253725,-0.07743637433895674
2022-09-09,2022-09-16,21327.583357587962,2126.6214519494456,0.3339393885953665,0.5215475857272529,18129.600000000002,19904.5,21151.4,22664.600000000002,25027.300000000003,-0.07567657341165765,0.03687516926817389,-0.021000239977836958,0.019047609521052885,-0.12843530475503656
2022-09-16,2022-09-23,19672.987676305376,1721.510845687307,-0.24369022514352567,0.9478493185086783,16735.0,18636.4,19768.0,20776.5,22315.800000000003,-0.026266429202916688,-0.036054054013489066,-0.028430901029202302,-0.05828834488359274,-0.021643842010422916
2022-09-23,2022-09-30,19132.472005741045,1610.0340669371658,-0.2751001121533623,0.9765956520769392,16417.100000000002,18193.7,19224.9,20187.4,21669.600000000002,0.006855690084067814,0.08530024357083561,-0.2067559265225345,-0.019074591994260634,0.09680046722035515
2022-10-07,2022-10-14,19572.99305862903,1570.006036217373,-0.1724720768171505,1.7146974874416188,16982.600000000002,18669.2,19614.600000000002,20514.7,22027.300000000003,-0.018248359094159654,0.04688561166461227,-0.002942141081954314,-0.010762803559755589,-0.09494379671435668
2022-10-14,2022-10-21,19194.59043960783,1359.6404873936358,0.19226253679168054,1.688888297053765,17064.2,18378.3,19161.100000000002,19974.100000000002,21441.300000000003,-0.0006551682102212485,0.04574767483638656,-0.019755164310878454,0.07527592439936603,0.035299489769487026
2022-10-21,2022-10-28,19079.970261006296,1167.091496419827,-0.4578424194859313,1.4805100360391066,17082.9,18447.8,19182.8,19850.600000000002,20874.5,0.07184205494729479,-0.1581289538111136,-0.020695019052258463,0.05940238303876092,-0.16678078223352008
2022-11-04,2022-11-11,21172.06124702695,1360.1305886330822,0.07669443203924967,0.43273627135864956,19047.8,20275.0,21101.4,22068.600000000002,23440.100000000002,-0.21422922952751589,-0.02889226624399931,-0.35155683330952964,-0.041069291438686296,0.034286474537253725
2022-11-11,2022-11-18,16770.823560869125,2005.458504297866,-1.027323987572926,3.0006550211087566,13103.6,15812.5,17022.5,18030.9,19507.600000000002,-0.021905031989519357,-0.07567657341165765,0.03687516926817389,-0.021000239977836958,0.019047609521052885
2022-11-18,2022-11-25,16592.549740046692,1430.6902794023756,-0.37177424130699116,1.1737050848068966,14154.1,15767.7,16678.0,17521.0,18798.3,-0.010734365512623219,-0.026266429202916688,-0.036054054013489066,-0.028430901029202302,-0.05828834488359274
2022-12-09,2022-12-16,17129.7160428382,1148.7847212265433,-0.5035573287460442,2.120422717616159,15178.900000000001,16504.8,17192.600000000002,17833.3,18856.600000000002,-0.0294114802183485,0.006855690084067814,0.08530024357083561,-0.2067559265225345,-0.019074591994260634
2022-12-16,2022-12-23,16661.568293832082,1212.0468683318936,-1.253930074723092,5.211626782028281,14572.1,16118.1,16787.4,17376.600000000002,18312.7,0.008762539372954273,-0.018248359094159654,0.04688561166461227,-0.002942141081954314,-0.010762803559755589
2022-12-23,2022-12-30,16716.984305584836,826.6586207265989,0.46168777458184185,1.1856218005430224,15430.5,16232.7,16728.9,17241.4,18142.4,-0.010245108628495833,-0.0006551682102212485,0.04574767483638656,-0.019755164310878454,0.07527592439936603
2023-01-06,2023-01-13,16931.523229782055,708.7931855436888,-0.23041367220911882,1.7668916639842545,15753.7,16529.7,16953.100000000002,17356.600000000002,18034.2,0.1619204548069375,0.07184205494729479,-0.1581289538111136,-0.020695019052258463,0.05940238303876092
2023-01-13,2023-01-20,19851.77125861992,1790.101407493339,0.7478691227571378,2.384605271525418,17259.0,18712.600000000002,19706.9,20806.4,22961.100000000002,0.12869275082821846,-0.21422922952751589,-0.02889226624399931,-0.35155683330952964,-0.041069291438686296
2023-01-20,2023-01-27,22588.335383428715,1938.1424452674185,0.5929727483286303,2.0775888492046963,19710.4,21368.4,22464.5,23649.5,25908.2,0.017793989883780798,-0.021905031989519357,-0.07567657341165765,0.03687516926817389,-0.021000239977836958
2023-02-03,2023-02-10,23378.595803057975,1561.913366118862,0.43097301498962903,2.03967417858433,21003.5,22427.7,23305.600000000002,24239.800000000003,26009.300000000003,-0.08023950294166697,-0.010734365512623219,-0.026266429202916688,-0.036054054013489066,-0.028430901029202302
2023-02-10,2023-02-17,21637.646525070482,1359.7397123281874,0.021086289933375434,1.8868681466849342,19472.7,20850.300000000003,21626.9,22419.4,23838.5,0.12766612662460863,-0.0294114802183485,0.006855690084067814,0.08530024357083561,-0.2067559265225345
2023-02-17,2023-02-24,24611.389393204063,2326.504696966272,0.5422522319053791,2.450028558927097,21161.9,23208.7,24465.0,25843.5,28581.100000000002,-0.05800693967879737,0.008762539372954273,-0.018248359094159654,0.04688561166461227,-0.002942141081954314
2023-03-03,2023-03-10,22309.044326736013,1391.376250476928,0.09408965802851604,1.4176990531829663,20089.600000000002,21466.800000000003,22293.800000000003,23133.100000000002,24581.300000000003,-0.1037819546710168,-0.010245108628495833,-0.0006551682102212485,0.04574767483638656,-0.019755164310878454
2023-03-10,2023-03-17,20064.21562008578,1456.3909092136582,-0.60089591172067,1.843785945384707,17509.7,19271.2,20184.100000000002,20987.800000000003,22197.4,0.30712672938802815,0.1619204548069375,0.07184205494729479,-0.1581289538111136,-0.020695019052258463
2023-03-17,2023-03-24,27499.614617785544,3222.7514297053926,0.9667322930138905,3.9061808703430216,22960.7,25571.7,27212.7,29050.100000000002,33058.3,0.002163735857737066,0.12869275082821846,-0.21422922952751589,-0.02889226624399931,-0.35155683330952964
2023-03-24,2023-03-31,27534.370602379397,2448.2017510856085,0.17877444904771495,1.759757104472973,23697.5,26065.100000000002,27482.0,28942.4,31556.800000000003,0.03615891320520627,0.017793989883780798,-0.021905031989519357,-0.07567657341165765,0.03687516926817389
2023-04-07,2023-04-14,27909.40948180847,1878.0916475868487,0.012946776016734992,1.2439173362377973,24876.0,26759.600000000002,27914.7,29055.9,30933.5,0.08778828826669591,-0.08023950294166697,-0.010734365512623219,-0.026266429202916688,-0.036054054013489066
2023-04-14,2023-04-21,30513.391281719167,2028.4272184148933,0.28459464930660033,1.7044247369998011,27387.300000000003,29272.100000000002,30437.9,31671.800000000003,33903.4,-0.11111723028727939,0.12766612662460863,-0.0294114802183485,0.006855690084067814,0.08530024357083561
2023-04-21,2023-04-28,27342.453661439493,1913.5447039029114,0.2251990411326804,1.7393801440016468,24372.100000000002,26185.600000000002,27283.0,28437.300000000003,30518.600000000002,0.07246215092978625,-0.05800693967879737,0.008762539372954273,-0.018248359094159654,0.04688561166461227
2023-05-05,2023-05-12,29513.12879562685,1992.91144121552,0.5742789078068032,2.178983632109648,26591.7,28293.4,29355.7,30565.7,32992.9,-0.0963647386066741,-0.1037819546710168,-0.010245108628495833,-0.0006551682102212485,0.04574767483638656
2023-05-12,2023-05-19,26598.80979381145,1728.511588818614,0.5878703575965252,1.9096075640576924,24026.600000000002,25500.2,26486.300000000003,27554.800000000003,29571.100000000002,0.003176512076517088,0.30712672938802815,0.1619204548069375,0.07184205494729479,-0.1581289538111136
2023-05-19,2023-05-26,26767.973460966907,1440.4271329073738,0.2261800650216079,1.4746053180564784,24506.4,25884.7,26732.4,27605.7,29156.7,-0.006506924551448712,0.002163735857737066,0.12869275082821846,-0.21422922952751589,-0.02889226624399931
2023-06-09,2023-06-16,26415.145875422695,1328.2178875278523,0.05372814927347022,1.8064314286693195,24304.7,25638.7,26401.0,27180.800000000003,28573.2,-0.005028520059907572,0.03615891320520627,0.017793989883780798,-0.021905031989519357,-0.07567657341165765
2023-06-16,2023-06-23,26237.765368858527,1468.386438587753,0.12579098921030504,1.61882894619034,23908.100000000002,25360.300000000003,26216.9,27090.2,28640.2,0.1526094879206046,0.08778828826669591,-0.08023950294166697,-0.010734365512623219,-0.026266429202916688
2023-06-23,2023-06-30,30733.27884189358,2220.7892053302944,0.5521750656614846,2.3286485140477557,27431.7,29377.800000000003,30596.300000000003,31923.0,34522.0,-0.007079762405550837,-0.11111723028727939,0.12766612662460863,-0.0294114802183485,0.006855690084067814
2023-07-07,2023-07-14,29916.609653661173,1618.2254139487643,0.4757778230621166,1.6019553395832489,27457.4,28886.5,29834.5,30838.300000000003,32668.600000000002,-0.0010778693128903464,0.07246215092978625,-0.05800693967879737,0.008762539372954273,-0.018248359094159654
2023-07-14,2023-07-21,29960.407424494813,1593.2030857799596,0.4065411300376843,1.589127000319169,27515.5,28959.7,29891.5,30871.4,32648.7,-0.013627999792845458,-0.0963647386066741,-0.1037819546710168,-0.010245108628495833,-0.0006551682102212485
2023-07-21,2023-07-28,29357.100382827128,1476.289680352017,0.34400965532822814,1.0620127136529485,27070.5,28396.2,29302.0,30241.4,31845.800000000003,-0.019846010357035704,0.003176512076517088,0.30712672938802815,0.1619204548069375,0.07184205494729479
2023-08-04,2023-08-11,28843.389163276974,1224.8036366346248,0.28722109889515196,1.3623172163457538,26933.2,28076.7,28806.0,29559.800000000003,30889.4,0.010660842116748984,-0.006506924551448712,0.002163735857737066,0.12869275082821846,-0.21422922952751589
2023-08-11,2023-08-18,29037.014150245715,1105.873647189086,0.29769812656300304,1.2823590435450232,27310.600000000002,28339.100000000002,29003.4,29687.800000000003,30886.4,-0.12170834950642205,-0.005028520059907572,0.03615891320520627,0.017793989883780798,-0.021905031989519357
2023-08-18,2023-08-25,25917.54633399426,1693.9041218597438,0.2207022312520825,1.4131665663691813,23251.300000000003,24871.5,25878.9,26912.800000000003,28718.100000000002,0.0002306481511072621,0.1526094879206046,0.08778828826669591,-0.08023950294166697,-0.010734365512623219
2023-09-08,2023-09-15,25463.710228101798,1134.8551208179329,-0.12365744326054671,0.8204110196027816,23571.4,24764.0,25495.800000000003,26190.7,27255.800000000003,0.026262923831324104,-0.007079762405550837,-0.11111723028727939,0.12766612662460863,-0.0294114802183485
2023-09-15,2023-09-22,26225.059402636634,1163.3397924446647,-0.24644408154026326,0.9251302206738035,24255.2,25528.5,26280.100000000002,26978.4,28032.2,-0.0007468953982914588,-0.0010778693128903464,0.07246215092978625,-0.05800693967879737,0.008762539372954273
2023-09-22,2023-09-29,25890.781891582665,1171.566789362695,-0.05504769834418119,0.5044293329810787,23950.300000000003,25139.100000000002,25916.9,26657.600000000002,27757.7,0.012220668811509353,-0.013627999792845458,-0.0963647386066741,-0.1037819546710168,-0.010245108628495833
2023-10-06,2023-10-13,27756.25648489748,1151.3843800737068,-0.4366262433065514,1.6078149111853817,25779.300000000003,27109.0,27824.800000000003,28478.600000000002,29491.600000000002,-0.03902775684547259,-0.019846010357035704,0.003176512076517088,0.30712672938802815,0.1619204548069375
2023-10-13,2023-10-20,26674.494453003554,1131.6511297097868,-0.5228850132716173,1.86720050284121,24719.9,26055.0,26750.100000000002,27380.0,28360.9,0.09939142937731743,0.010660842116748984,-0.006506924551448712,0.002163735857737066,0.12869275082821846
2023-10-20,2023-10-27,29333.8430480508,1570.5209532913832,0.24690989104596014,1.1138159206915619,26866.5,28334.7,29294.0,30276.300000000003,31947.7,0.13307551058160305,-0.12170834950642205,-0.005028520059907572,0.03615891320520627,0.017793989883780798
2023-11-03,2023-11-10,34363.27248129788,2154.2607945432806,0.5853947358794901,1.9523499363047385,31146.7,33000.3,34229.200000000004,35551.700000000004,38057.9,0.07181388187100149,0.0002306481511072621,0.1526094879206046,0.08778828826669591,-0.08023950294166697
2023-11-10,2023-11-17,36977.12283358764,2827.59654442709,1.0634053331571185,3.527140882158009,33064.5,35197.4,36675.3,38361.3,41977.4,-0.018608529457005973,0.026262923831324104,-0.007079762405550837,-0.11111723028727939,0.12766612662460863
2023-11-17,2023-11-24,36410.991867221244,2529.4354835809377,0.11540999840349186,1.2560624518643753,32377.100000000002,34847.1,36384.200000000004,37934.6,40542.600000000006,0.02959148066834295,-0.0007468953982914588,-0.0010778693128903464,0.07246215092978625,-0.05800693967879737
2023-12-08,2023-12-15,44255.691467159355,3028.0843812293165,0.08789170310059052,1.842441067652837,39461.100000000006,42472.3,44220.0,46001.100000000006,49175.600000000006,-0.05182106023600713,0.012220668811509353,-0.013627999792845458,-0.0963647386066741,-0.1037819546710168
2023-12-15,2023-12-22,41647.4225421914,2521.1693304324367,0.017705114225808734,1.2139041487139473,37561.8,40104.9,41656.5,43187.200000000004,45706.3,0.04723857136235952,-0.03902775684547259,-0.019846010357035704,0.003176512076517088,0.30712672938802815
2023-12-22,2023-12-29,43874.08074420154,2672.560281155066,0.3235528814057754,1.5770552428894247,39754.100000000006,42211.600000000006,43773.3,45413.3,48352.3,-0.044223353129323295,0.09939142937731743,0.010660842116748984,-0.006506924551448712,0.002163735857737066
2024-01-05,2024-01-12,44032.214833248494,5006.153675304934,0.5277306679642185,2.345561936534472,36544.3,40998.9,43745.8,46714.600000000006,52534.5,-0.03134764565392804,0.13307551058160305,-0.12170834950642205,-0.005028520059907572,0.03615891320520627
2024-01-12,2024-01-19,42760.24302227567,3406.854625877951,-0.17344477574368625,1.740640485784838,37176.200000000004,40798.4,42821.3,44803.5,48122.4,-0.02661636464857808,0.07181388187100149,0.0002306481511072621,0.1526094879206046,0.08778828826669591
2024-01-19,2024-01-26,40996.09879411258,2628.95488221689,-0.20529783621663125,0.8306462566030639,36565.5,39385.600000000006,41105.3,42705.200000000004,45086.8,0.003940469775536409,-0.018608529457005973,0.026262923831324104,-0.007079762405550837,-0.11111723028727939
2024-02-09,2024-02-16,47452.92677355947,2870.9266947344645,0.46922735344760064,2.639115848786018,43169.8,45764.9,47295.0,48961.600000000006,52297.0,0.10065909281920851,0.02959148066834295,-0.0007468953982914588,-0.0010778693128903464,0.07246215092978625
2024-02-16,2024-02-23,51715.28702561883,3565.033462138571,0.16650398459094404,1.0658323846250966,46054.700000000004,49454.5,51663.9,53890.100000000006,57573.200000000004,-0.026831265290938554,-0.05182106023600713,0.012220668811509353,-0.013627999792845458,-0.0963647386066741
2024-03-08,2024-03-15,69150.88425764491,8681.541245697434,1.522111344312576,6.844906457339567,57826.0,64393.4,68213.6,72416.90000000001,80000.0,0.019992231290570293,0.04723857136235952,-0.03902775684547259,-0.019846010357035704,0.003176512076517088
2024-03-15,2024-03-22,69393.9513858719,7531.025211734639,0.30183634631392464,2.0592598859099143,57787.0,64902.8,69137.5,73582.0,81897.40000000001,-0.08562406990792198,-0.044223353129323295,0.09939142937731743,0.010660842116748984,-0.006506924551448712
2024-04-05,2024-04-12,67210.78848572895,5703.726013059611,0.1839415041137834,1.3055480011078853,58185.100000000006,63666.700000000004,67111.40000000001,70610.2,76594.3,-0.010436065124368711,-0.03134764565392804,0.13307551058160305,-0.12170834950642205,-0.005028520059907572
2024-04-12,2024-04-19,66697.35207039809,5683.735521623369,0.14615987418656493,1.5277975339045016,57677.8,63251.200000000004,66620.40000000001,70033.7,75990.5,-0.050394774461276395,-0.02661636464857808,0.07181388187100149,0.0002306481511072621,0.1526094879206046
