Observation Date,Expiration Date,Mean,Std,Skewness,Kurtosis,5% Quantile,25% Quantile,Median,75% Quantile,95% Quantile,T Return,T-1 Return,T-2 Return,T-3 Return,T-4 Return
2021-01-09,2021-01-10,38229.76151317734,3289.3339562315286,-0.18838419286185304,-0.004266234117213941,36963.1,39521.3,41043.100000000006,42372.100000000006,48366.200000000004,-0.04955624359220215,0.04060161725614667,-0.00463521561603508,-0.009480998907668087,-0.057779726345443316
2021-01-10,2021-01-11,35278.31598360935,3470.849662704743,-1.0856022986266631,0.9423626843726525,34343.0,36511.4,38161.5,39597.0,46908.5,-0.07468819862209011,-0.04955624359220215,0.04060161725614667,-0.00463521561603508,-0.009480998907668087
2021-01-11,2021-01-12,32103.635796660135,2971.8282307324894,1.792472101040834,0.23340178507671494,29108.600000000002,33663.3,34556.5,35564.0,37636.3,-0.03897163438842312,-0.07468819862209011,-0.04955624359220215,0.04060161725614667,-0.00463521561603508
2021-01-12,2021-01-13,34360.20192767338,3428.0780831807033,0.49091672204729,1.824132822864665,28981.5,32066.7,34436.200000000004,36388.200000000004,39777.0,0.09303872186648503,-0.03897163438842312,-0.07468819862209011,-0.04955624359220215,0.04060161725614667
2021-01-13,2021-01-14,32162.905480663103,4952.120797788444,1.1553379635286323,-1.6006695540568083,34815.0,36330.8,37356.8,38500.5,40859.700000000004,0.04635475642223115,0.09303872186648503,-0.03897163438842312,-0.07468819862209011,-0.04955624359220215
2021-01-14,2021-01-15,38784.502845872055,2911.5639916005075,0.7365210048947246,2.173640576474181,34435.8,37051.700000000004,38711.5,40485.9,43899.600000000006,-0.06333342468810564,0.04635475642223115,0.09303872186648503,-0.03897163438842312,-0.07468819862209011
2021-01-15,2021-01-16,36103.782073606344,3278.2916224163846,0.6379752698921151,7.824760570709296,33339.4,34997.0,36364.1,37526.1,46798.9,-0.020547018278436267,-0.06333342468810564,0.04635475642223115,0.09303872186648503,-0.03897163438842312
2021-01-16,2021-01-17,36250.1456861367,2026.9233611034176,1.1239634423022835,4.71414233727824,31766.600000000002,35036.3,36070.200000000004,37208.4,39685.9,-0.004632748030488363,-0.020547018278436267,-0.06333342468810564,0.04635475642223115,0.09303872186648503
2021-01-17,2021-01-18,35281.90383273013,3103.038927704948,-1.5326575585505322,3.337673519283138,33185.8,34835.3,35791.1,36824.9,38870.8,0.02215551096647076,-0.004632748030488363,-0.020547018278436267,-0.06333342468810564,0.04635475642223115
2021-01-18,2021-01-19,34487.01908697607,2166.5021676933266,1.2296591025209793,-1.3096632142224625,34089.6,35574.5,36466.5,37378.6,41183.4,-0.020402027184059653,0.02215551096647076,-0.004632748030488363,-0.020547018278436267,-0.06333342468810564
2021-01-19,2021-01-20,36641.87719277615,2238.196719202072,0.5327876839876771,1.9956724109555166,33342.700000000004,35292.700000000004,36454.200000000004,37802.0,40614.200000000004,-0.011862853824953393,-0.020402027184059653,0.02215551096647076,-0.004632748030488363,-0.020547018278436267
2021-01-20,2021-01-21,34862.18955710296,1419.2534306791817,0.18349435497201255,0.8468824081120272,32698.4,34197.6,35094.0,35965.6,37385.5,-0.13949640193442464,-0.011862853824953393,-0.020402027184059653,0.02215551096647076,-0.004632748030488363
