Observation Date,Expiration Date,Mean,Std,Skewness,Kurtosis,5% Quantile,25% Quantile,Median,75% Quantile,95% Quantile
2020-03-20,2020-03-27,6112.99170805057,1403.5896400596298,-0.03747201102524972,2.1896441457181615,3798.9,5365.900000000001,6124.1,6902.200000000001,8359.7
2020-06-19,2020-06-26,9311.095685945942,700.741417971221,-0.018645812363643766,1.8396314601513728,8184.6,8907.2,9310.300000000001,9716.7,10438.7
2020-09-18,2020-09-25,10925.74833745134,890.9782984177858,-0.8415973093226645,2.484585644791955,9362.5,10483.0,11032.7,11515.5,12223.1
2020-12-18,2020-12-25,22999.536405216462,2293.5515102065638,0.37446866980121724,1.5997725343858429,19479.2,21563.300000000003,22905.7,24313.5,26859.4
2021-01-08,2021-01-15,41426.79235661241,16566.919305978598,3.904826226906066,18.85809041379089,27169.2,35395.1,40010.4,44727.100000000006,56000.0
2021-01-15,2021-01-22,37120.17322493993,11611.252064061497,4.215592525138864,26.46923348493171,26348.600000000002,31836.300000000003,35379.1,39376.0,51030.700000000004
2021-01-22,2021-01-29,33050.581038511606,4761.80667394236,0.11507697591742641,2.176418514797687,25590.2,30313.300000000003,32964.200000000004,35710.5,40812.0
2021-02-05,2021-02-12,37987.52706012754,4959.243706044541,0.4753758535667436,1.5030240712974177,30468.4,34767.700000000004,37753.6,40862.4,46382.5
2021-02-12,2021-02-19,47485.62506499307,7889.237991290614,-0.46293193509374064,1.5146810527551784,33428.200000000004,43200.100000000006,48341.5,52385.200000000004,58844.8
2021-02-19,2021-02-26,56018.25325162486,8023.075551978917,0.24754124925551196,1.7668029903221845,43565.200000000004,51154.100000000006,55785.700000000004,60604.8,69300.6
2021-03-05,2021-03-12,48566.66313016362,6192.472245096413,0.049640467209501986,1.449625176441506,38642.5,44836.100000000006,48529.3,52259.4,58605.0
2021-03-12,2021-03-19,57194.40601286902,7673.125824356973,0.3305470457445722,1.8800455523386281,45329.5,52511.0,56966.0,61542.9,69891.3
2021-03-19,2021-03-26,58491.13087673708,6768.6884064927335,0.007838096585290898,1.7786113329058635,47706.5,54522.0,58440.600000000006,62444.0,69431.7
2021-04-09,2021-04-16,58498.500760129464,5272.679107627016,-0.30471228091683683,3.1139153208093164,50105.700000000004,55715.100000000006,58558.3,61433.100000000006,66705.6
2021-04-16,2021-04-23,61749.092883387944,5273.265997860257,-0.5345791473251628,2.881752874172676,53024.8,58977.0,61968.700000000004,64850.600000000006,69705.1
2021-04-23,2021-04-30,50581.901973459935,5671.2468012707,0.29513664960312325,1.28146789542388,41732.5,46987.5,50413.700000000004,53937.200000000004,60043.600000000006
2021-05-07,2021-05-14,57726.932616938546,5653.668531697809,-0.2713223030125108,2.3075822433702706,48565.0,54596.100000000006,57811.100000000006,61033.4,66576.6
2021-05-14,2021-05-21,49842.81047268741,6477.316810833383,-0.6842227387547952,2.271044019767502,38526.6,46431.600000000006,50383.700000000004,53887.4,59233.4
2021-05-21,2021-05-28,36691.24829114605,6994.825759690499,-0.04591598487961449,1.2771846280902128,25225.600000000002,32517.100000000002,36765.6,40951.700000000004,47854.9
2021-06-04,2021-06-11,36860.53361915933,4872.702890540482,-0.5674045847314366,2.7608945511255145,28769.4,34302.8,37084.200000000004,39755.100000000006,44174.0
2021-06-11,2021-06-18,37227.8142073665,4449.42054664185,-0.14462518744603217,2.0352853770416557,30040.600000000002,34706.8,37264.5,39826.9,44274.9
2021-06-18,2021-06-25,35496.463767952984,4231.890680023701,0.04882988616821288,1.4330653330782033,28675.600000000002,32948.700000000004,35494.200000000004,38021.700000000004,42331.3
2021-07-09,2021-07-16,33699.18823902857,3618.5212866275147,-0.4940044030579614,1.6512535554935246,27445.2,31671.100000000002,33946.6,35995.200000000004,39086.9
2021-07-16,2021-07-23,31487.93143458616,3075.4305626079035,-0.25017068396265113,1.9354459933382788,26444.7,29745.300000000003,31553.600000000002,33329.8,36291.9
2021-07-23,2021-07-30,33300.16855066996,3284.436509725138,-0.4219710039646768,1.564546155167326,27577.0,31474.300000000003,33538.3,35345.9,38205.1
2021-08-06,2021-08-13,42759.72841542477,5280.3054615131,0.43178641217744873,1.5686669442713264,34825.6,39432.4,42425.5,45745.600000000006,51841.600000000006
2021-08-13,2021-08-20,47663.056663208146,5824.120464500092,0.4829474857038018,1.0601171775467462,39103.1,43840.0,47117.5,51031.5,57977.0
2021-08-20,2021-08-27,49336.25015837612,5845.165114125066,0.8847948360859159,3.299609693081507,41008.3,45781.0,48834.200000000004,52218.700000000004,59550.700000000004
2021-09-03,2021-09-10,49998.420418144844,5322.3760292353645,0.13198308733069622,1.6335469890489511,41594.9,46799.5,49906.8,53098.8,58716.100000000006
2021-09-10,2021-09-17,44764.390546056806,4765.908258691419,-0.08175675746533179,1.3039263464247224,36955.5,41901.200000000004,44837.200000000004,47688.0,52334.3
2021-09-17,2021-09-24,47183.36834570438,4579.961495013306,0.03722084333161159,1.34141324696487,39828.100000000006,44399.3,47164.5,49945.5,54599.100000000006
2021-10-08,2021-10-15,54171.7022398841,5878.661735873198,-0.20927626903367444,1.7188746257804315,44477.9,50781.100000000006,54331.0,57730.200000000004,63333.5
2021-10-15,2021-10-22,61763.05628866667,8139.418703683437,0.1734102913904249,1.1386027141778534,48969.8,56599.8,61594.700000000004,66706.7,75185.1
2021-10-22,2021-10-29,60870.41897107513,6666.466091603572,0.16021142154240037,1.7423003963460069,50415.200000000004,56869.5,60734.200000000004,64718.700000000004,71807.3
2021-11-05,2021-11-12,61215.955230875,6322.626986372657,-0.17795324193746534,1.4697545108838534,50844.600000000006,57482.100000000006,61330.700000000004,65106.3,71174.40000000001
2021-11-12,2021-11-19,64114.21413627458,7017.223125469999,0.17230465578788226,0.9999923171406055,53003.5,59611.8,64015.3,68429.8,75641.3
2021-11-19,2021-11-26,57781.34251543156,5787.95525808252,0.12891270106965336,1.1995015254562027,48563.8,54177.4,57711.600000000006,61280.600000000006,67254.0
2021-12-03,2021-12-10,53479.486140074216,5623.426762969007,-0.31435310849512693,1.7285448752319885,44033.600000000006,50291.700000000004,53712.3,56921.9,62111.8
2021-12-10,2021-12-17,47472.91316137745,5514.026402845284,-0.09211701908807854,1.5814882338942287,38646.6,44203.4,47451.3,50796.100000000006,56338.0
2021-12-17,2021-12-24,46143.10194608354,4789.673338839402,-0.023924322765112346,1.4094811540253893,38401.0,43266.100000000006,46157.0,49037.8,53833.0
2021-12-24,2021-12-31,50914.306478022845,5164.3234198737755,0.19413424199356527,1.8910272060871662,42868.0,47843.9,50777.200000000004,53843.3,59433.600000000006
2022-01-07,2022-01-14,41544.599758659104,3838.5485842195867,-0.0003138690343533197,1.409282905855643,35378.1,39234.3,41527.3,43855.200000000004,47751.5
2022-01-14,2022-01-21,42959.45097311802,3147.1908469774867,-0.17117942233245434,1.3543435041904495,37745.8,41094.9,43039.8,44905.5,47896.700000000004
2022-01-21,2022-01-28,36367.545040890014,4055.6033050329293,-0.11702068021273365,1.453598287074338,29764.800000000003,33989.0,36415.0,38822.700000000004,42852.4
2022-02-04,2022-02-11,41389.14938841293,3452.333566677866,-0.07887540035017403,1.6634483276297587,35780.1,39373.3,41420.0,43444.700000000004,46884.8
2022-02-11,2022-02-18,42611.80534476859,3919.3181481260767,-0.3425898664352857,1.7686788742251816,36117.4,40373.100000000006,42723.0,45033.100000000006,48678.3
2022-02-18,2022-02-25,40032.83298758785,3395.691416704917,-0.3618008389606937,1.9587741841448443,34353.5,38137.700000000004,40166.9,42095.4,45235.100000000006
2022-03-04,2022-03-11,39140.674762298855,4388.427039713986,-0.10693005871291275,1.1571580034652929,31950.300000000003,36467.0,39209.0,41884.200000000004,46101.100000000006
2022-03-11,2022-03-18,38688.50030511688,4011.9601676952984,0.008181866184430597,1.126771067788864,32145.600000000002,36208.3,38747.1,41165.8,45089.5
2022-03-18,2022-03-25,41696.04720319197,3786.137474522524,0.0326744546793612,1.1879630616880181,35591.700000000004,39365.3,41693.100000000006,44011.600000000006,47815.700000000004
2022-04-08,2022-04-15,42342.54883032384,3341.383086512797,-0.5176762307184498,2.2198138509686,36707.0,40519.700000000004,42498.8,44398.3,47380.8
2022-04-15,2022-04-22,40400.770942853625,2735.59615593867,-0.20802276620325855,0.7805351750061291,35781.4,38702.1,40530.8,42188.200000000004,44625.9
2022-04-22,2022-04-29,39501.570425608246,2756.106325329294,-0.28038501220910195,1.3596823926442907,34909.0,37916.9,39616.4,41243.9,43829.0
2022-05-06,2022-05-13,35908.147494853794,2727.2059873476387,-0.3768186282128319,1.5212916133349994,31262.9,34347.200000000004,36054.200000000004,37622.6,40047.9
2022-05-13,2022-05-20,29516.935426733573,3868.2849808263845,-1.483177905251327,6.727006332250776,23423.300000000003,27890.0,29831.7,31705.7,34786.9
2022-05-20,2022-05-27,29102.322206633984,3103.773484483036,-0.5488364598621037,2.3571688889588103,23854.2,27431.100000000002,29273.300000000003,30997.7,33742.3
2022-06-03,2022-06-10,29538.01398703709,2476.0284325598236,-0.5474401104167054,1.4539283720963025,25245.100000000002,28239.5,29842.7,31245.800000000003,33327.8
2022-06-10,2022-06-17,29098.85958848859,2807.8601106031997,-0.5491731865562508,1.7490013758247036,24191.5,27552.4,29330.2,30874.9,33221.8
2022-06-17,2022-06-24,20486.603096066603,2868.8426576559036,-1.227192205413776,4.660057908503309,15704.900000000001,19166.4,20759.4,22222.5,24453.100000000002
2022-07-08,2022-07-15,21755.53525879951,2157.713656177768,-0.24732320783206937,1.3991965205902481,18199.2,20475.9,21804.7,23110.100000000002,25129.4
2022-07-15,2022-07-22,20872.402621898604,1953.3940384670627,-0.207750394830703,1.2274592219370186,17627.7,19701.100000000002,20930.300000000003,22103.800000000003,23921.600000000002
2022-07-22,2022-07-29,22756.018749661405,2695.7077278955467,0.11299459807604002,1.0181792590632899,18500.0,21052.9,22712.5,24411.4,27196.100000000002
2022-08-05,2022-08-12,23212.84925821206,2102.8053003896944,0.3170427677340479,0.8834416561623191,19987.4,21822.5,23112.0,24499.2,26776.300000000003
2022-08-12,2022-08-19,24241.8919380769,1955.7313840074407,0.09275652852508665,0.6898802908485884,21108.7,22970.300000000003,24224.600000000002,25487.2,27435.7
2022-08-19,2022-08-26,20940.411169353247,2283.9410043168705,-0.16287483277533585,1.7109951200199438,17217.8,19615.0,20972.100000000002,22314.600000000002,24546.800000000003
2022-09-09,2022-09-16,21327.583357587962,2126.6214519494456,0.3339393885953665,0.5215475857272529,18129.600000000002,19904.5,21151.4,22664.600000000002,25027.300000000003
2022-09-16,2022-09-23,19672.987676305376,1721.510845687307,-0.24369022514352567,0.9478493185086783,16735.0,18636.4,19768.0,20776.5,22315.800000000003
2022-09-23,2022-09-30,19132.472005741045,1610.0340669371658,-0.2751001121533623,0.9765956520769392,16417.100000000002,18193.7,19224.9,20187.4,21669.600000000002
2022-10-07,2022-10-14,19572.99305862903,1570.006036217373,-0.1724720768171505,1.7146974874416188,16982.600000000002,18669.2,19614.600000000002,20514.7,22027.300000000003
2022-10-14,2022-10-21,19194.59043960783,1359.6404873936358,0.19226253679168054,1.688888297053765,17064.2,18378.3,19161.100000000002,19974.100000000002,21441.300000000003
2022-10-21,2022-10-28,19079.970261006296,1167.091496419827,-0.4578424194859313,1.4805100360391066,17082.9,18447.8,19182.8,19850.600000000002,20874.5
2022-11-04,2022-11-11,21172.06124702695,1360.1305886330822,0.07669443203924967,0.43273627135864956,19047.8,20275.0,21101.4,22068.600000000002,23440.100000000002
2022-11-11,2022-11-18,16770.823560869125,2005.458504297866,-1.027323987572926,3.0006550211087566,13103.6,15812.5,17022.5,18030.9,19507.600000000002
2022-11-18,2022-11-25,16592.549740046692,1430.6902794023756,-0.37177424130699116,1.1737050848068966,14154.1,15767.7,16678.0,17521.0,18798.3
2022-12-09,2022-12-16,17129.7160428382,1148.7847212265433,-0.5035573287460442,2.120422717616159,15178.900000000001,16504.8,17192.600000000002,17833.3,18856.600000000002
