Observation Date,Expiration Date,Mean,Std,Skewness,Kurtosis,5% Quantile,25% Quantile,Median,75% Quantile,95% Quantile,T Return,T-1 Return,T-2 Return,T-3 Return,T-4 Return,Fear and Greed Index,VIX
2021-01-08,2021-01-15,41426.82343724658,16566.91115349101,3.904825891505873,18.85811995427216,27169.2,35395.1,40010.4,44727.100000000006,56000.0,-0.0994180753674157,0.0671554947491778,-0.0228242392069786,-0.0160263796409779,0.0239916595626999,93,21.56
2021-01-15,2021-01-22,37120.21657974747,11611.150721029398,4.215543081887473,26.4689605839454,26348.6,31836.300000000003,35379.1,39376.0,51030.7,-0.1090818380990078,-0.0994180753674157,0.0671554947491778,-0.0228242392069786,-0.0160263796409779,88,24.34
2021-01-22,2021-01-29,33050.60930941601,4761.80635595645,0.1150327817361739,2.176406025767496,25590.2,30313.300000000003,32964.200000000004,35710.5,40812.0,0.038906131754175,-0.1090818380990078,-0.0994180753674157,0.0671554947491778,-0.0228242392069786,40,21.91
2021-02-05,2021-02-12,37987.56980354383,4959.239819810706,0.4753339927818381,1.5029564312316044,30468.4,34767.700000000004,37753.6,40862.4,46382.5,0.2110530712560365,0.038906131754175,-0.1090818380990078,-0.0994180753674157,0.0671554947491778,81,20.87
2021-02-12,2021-02-19,47485.64672893832,7889.237180603455,-0.4629528313322448,1.5146802441236629,33428.200000000004,43200.100000000006,48341.5,52385.2,58844.8,0.1674236042463787,0.2110530712560365,0.038906131754175,-0.1090818380990078,-0.0994180753674157,92,19.97
2021-02-19,2021-02-26,56018.285213953146,8023.073984623698,0.2475165405865977,1.7667849142021712,43565.2,51154.100000000006,55785.7,60604.8,69300.6,-0.1890294406951082,0.1674236042463787,0.2110530712560365,0.038906131754175,-0.1090818380990078,93,22.05
2021-03-05,2021-03-12,48566.69090312603,6192.4718424763805,0.0496123568853744,1.4496195915573535,38642.5,44836.100000000006,48529.3,52259.4,58605.0,0.1601932728382199,-0.1890294406951082,0.1674236042463787,0.2110530712560365,0.038906131754175,77,24.66
2021-03-12,2021-03-19,57194.44097033993,7673.122632340876,0.330518247697565,1.8800111848525871,45329.5,52511.0,56966.0,61542.9,69891.3,0.0140267439371895,0.1601932728382199,-0.1890294406951082,0.1674236042463787,0.2110530712560365,70,20.69
2021-03-19,2021-03-26,58491.15671161684,6768.688865542092,0.0078104166734867,1.778614919048552,47706.5,54522.0,58440.600000000006,62444.0,69431.7,-0.0531619407732114,0.0140267439371895,0.1601932728382199,-0.1890294406951082,0.1674236042463787,71,20.95
2021-04-09,2021-04-16,58268.24988685511,5178.96394498657,-0.3220832455129645,3.0210485242957352,50105.7,55715.100000000006,58558.3,61433.100000000006,66705.6,0.0534497998714909,-0.0531619407732114,0.0140267439371895,0.1601932728382199,-0.1890294406951082,70,16.69
2021-04-16,2021-04-23,61749.10161341539,5273.27208268206,-0.534613858372129,2.8818356097960223,53024.8,58977.0,61968.7,64850.600000000006,69705.1,-0.1820710289529174,0.0534497998714909,-0.0531619407732114,0.0140267439371895,0.1601932728382199,78,16.25
2021-04-23,2021-04-30,50579.51533908749,5667.500738748204,0.2876481870369278,1.227179574427543,41732.5,46987.5,50413.7,53937.2,60043.600000000006,0.1208815090781878,-0.1820710289529174,0.0534497998714909,-0.0531619407732114,0.0140267439371895,55,17.33
2021-05-07,2021-05-14,57726.949871651326,5653.671619422496,-0.2713549137835714,2.3076240945491118,48565.0,54596.100000000006,57811.100000000006,61033.4,66576.6,-0.139711040543648,0.1208815090781878,-0.1820710289529174,0.0534497998714909,-0.0531619407732114,64,16.69
2021-05-14,2021-05-21,49770.95367589011,6439.67592111975,-0.7034414714828627,2.222805793756581,38526.6,46431.600000000006,50383.7,53887.4,59233.4,-0.2911410640525768,-0.139711040543648,0.1208815090781878,-0.1820710289529174,0.0534497998714909,26,18.81
2021-05-21,2021-05-28,36671.81142193436,6970.114020765219,-0.0750560204328378,1.1427492662703678,25225.6,32517.1,36765.6,40951.7,47854.9,-0.0435784266946626,-0.2911410640525768,-0.139711040543648,0.1208815090781878,-0.1820710289529174,19,20.15
2021-06-04,2021-06-11,36860.54733964199,4872.708003789444,-0.5674407533444819,2.760965504575423,28769.4,34302.8,37084.2,39755.100000000006,44174.0,0.0135647536600215,-0.0435784266946626,-0.2911410640525768,-0.139711040543648,0.1208815090781878,27,16.42
2021-06-11,2021-06-18,37227.83647295238,4449.422582218059,-0.1446680857058198,2.035313870384491,30040.6,34706.8,37264.5,39826.9,44274.9,-0.0413484021256844,0.0135647536600215,-0.0435784266946626,-0.2911410640525768,-0.139711040543648,21,15.65
2021-06-18,2021-06-25,35496.49016162616,4231.887083850886,0.0487947400948026,1.4330487364646611,28675.6,32948.700000000004,35494.200000000004,38021.7,42331.3,-0.1258370189743154,-0.0413484021256844,0.0135647536600215,-0.0435784266946626,-0.2911410640525768,25,20.7
2021-07-09,2021-07-16,33699.20195518207,3618.5265078759576,-0.4940428391383222,1.6513093251401338,27445.2,31671.1,33946.6,35995.200000000004,39086.9,-0.074634377946052,-0.1258370189743154,-0.0413484021256844,0.0135647536600215,-0.0435784266946626,20,16.18
2021-07-16,2021-07-23,31487.949311870438,3075.432798771075,-0.2502249633754135,1.935502369745424,26444.7,29745.300000000003,31553.6,33329.8,36291.9,0.0692460693000981,-0.074634377946052,-0.1258370189743154,-0.0413484021256844,0.0135647536600215,22,18.45
2021-07-23,2021-07-30,33087.85229414498,3220.5651189444307,-0.3754191532229011,1.4411846428474533,27577.0,31474.300000000003,33538.3,35345.9,38205.1,0.2270310215570944,0.0692460693000981,-0.074634377946052,-0.1258370189743154,-0.0413484021256844,23,17.2
2021-08-06,2021-08-13,42759.76545623353,5280.303516153151,0.4317499312296756,1.5686300306700094,34825.6,39432.4,42425.5,45745.600000000006,51841.600000000006,0.1096264591454176,0.2270310215570944,0.0692460693000981,-0.074634377946052,-0.1258370189743154,52,16.15
2021-08-13,2021-08-20,47663.09450930856,5824.118504993834,0.4829193045022073,1.0600919908959563,39103.1,43840.0,47117.5,51031.5,57977.0,0.0313541186477174,0.1096264591454176,0.2270310215570944,0.0692460693000981,-0.074634377946052,70,15.45
2021-08-20,2021-08-27,49336.29872482288,5845.161435350274,0.8847518321925241,3.299519031506968,41008.3,45781.0,48834.2,52218.7,59550.7,-0.0051339459504259,0.0313541186477174,0.1096264591454176,0.2270310215570944,0.0692460693000981,70,18.56
2021-09-03,2021-09-10,49998.450684250914,5322.375380059689,0.1319476142472799,1.6335344597496464,41594.9,46799.5,49906.8,53098.8,58716.100000000006,-0.1086619271261829,-0.0051339459504259,0.0313541186477174,0.1096264591454176,0.2270310215570944,74,16.41
2021-09-10,2021-09-17,44720.406441914616,4733.542822390308,-0.1190277121800767,1.1222193031278396,36955.5,41901.2,44837.2,47688.0,52334.3,0.0531659945107755,-0.1086619271261829,-0.0051339459504259,0.0313541186477174,0.1096264591454176,46,20.95
2021-09-17,2021-09-24,47183.39597730059,4579.961180796479,0.0371839032898913,1.3414082866012975,39828.100000000006,44399.3,47164.5,49945.5,54599.100000000006,-0.0997248379504906,0.0531659945107755,-0.1086619271261829,-0.0051339459504259,0.0313541186477174,48,20.81
2021-10-08,2021-10-15,54171.72289965193,5878.6631430621055,-0.2093054171347694,1.7188932628155342,44477.9,50781.100000000006,54331.0,57730.2,63333.5,0.1337526319786285,-0.0997248379504906,0.0531659945107755,-0.1086619271261829,-0.0051339459504259,74,18.77
2021-10-15,2021-10-22,61763.08752191909,8139.417464082938,0.1733897274897639,1.138590660661114,48969.8,56599.8,61594.7,66706.7,75185.1,-0.0160872193167514,0.1337526319786285,-0.0997248379504906,0.0531659945107755,-0.1086619271261829,71,16.3
2021-10-22,2021-10-29,60870.4493131938,6666.464287332648,0.1601826343231718,1.7422847026471704,50415.2,56869.5,60734.2,64718.7,71807.3,0.0254685219236386,-0.0160872193167514,0.1337526319786285,-0.0997248379504906,0.0531659945107755,75,15.43
2021-11-05,2021-11-12,61215.974471745285,6322.629416186066,-0.1779784234954932,1.4697759471397758,50844.600000000006,57482.100000000006,61330.7,65106.3,71174.40000000001,0.0509485928356431,0.0254685219236386,-0.0160872193167514,0.1337526319786285,-0.0997248379504906,73,16.48
2021-11-12,2021-11-19,64114.24220355917,7017.218007733767,0.1722859269282462,0.9999757189658722,53003.5,59611.8,64015.3,68429.8,75641.3,-0.0994478108527709,0.0509485928356431,0.0254685219236386,-0.0160872193167514,0.1337526319786285,74,16.29
2021-11-19,2021-11-26,57781.3802705948,5787.957651902788,0.1288762627375947,1.1994860296389414,48563.8,54177.4,57711.600000000006,61280.600000000006,67254.0,-0.0774363743389567,-0.0994478108527709,0.0509485928356431,0.0254685219236386,-0.0160872193167514,34,17.91
2021-12-03,2021-12-10,53435.9533611272,5602.16478147112,-0.3220909442887778,1.6917292991283688,44033.600000000006,50291.7,53712.3,56921.9,62111.8,-0.1284353047550365,-0.0774363743389567,-0.0994478108527709,0.0509485928356431,0.0254685219236386,31,30.67
2021-12-10,2021-12-17,47472.93428574695,5514.028317482031,-0.092147252588644,1.5815105671022174,38646.6,44203.4,47451.3,50796.100000000006,56338.0,-0.0216438420104229,-0.1284353047550365,-0.0774363743389567,-0.0994478108527709,0.0509485928356431,24,18.69
2021-12-17,2021-12-24,46143.127449593296,4789.673497307524,-0.0239592872238819,1.4094836339847774,38401.0,43266.100000000006,46157.0,49037.8,53833.0,0.0968004672203551,-0.0216438420104229,-0.1284353047550365,-0.0774363743389567,-0.0994478108527709,23,21.57
2021-12-24,2021-12-31,50914.33793529603,5164.322986902644,0.1940941060096977,1.8910110117802696,42868.0,47843.9,50777.2,53843.3,59433.600000000006,-0.0949437967143566,0.0968004672203551,-0.0216438420104229,-0.1284353047550365,-0.0774363743389567,41,17.96
2022-01-07,2022-01-14,41544.624632282095,3838.5479920888138,-0.000355164761916,1.4092851211818689,35378.1,39234.3,41527.3,43855.2,47751.5,0.035299489769487,-0.0949437967143566,0.0968004672203551,-0.0216438420104229,-0.1284353047550365,18,18.76
2022-01-14,2022-01-21,42959.4699797963,3147.1915060750644,-0.1712241202318065,1.3543636844497104,37745.8,41094.9,43039.8,44905.5,47896.7,-0.16678078223352,0.035299489769487,-0.0949437967143566,0.0968004672203551,-0.0216438420104229,21,19.19
2022-01-21,2022-01-28,36365.13817638998,4053.564194355985,-0.1203533314778623,1.4379629731379584,29764.800000000003,33989.0,36415.0,38822.7,42852.4,0.0342864745372537,-0.16678078223352,0.035299489769487,-0.0949437967143566,0.0968004672203551,19,28.85
2022-02-04,2022-02-11,41389.17252699088,3452.3333104483063,-0.0789229521228333,1.663455665444591,35780.1,39373.3,41420.0,43444.7,46884.8,0.0190476095210528,0.0342864745372537,-0.16678078223352,0.035299489769487,-0.0949437967143566,20,23.22
2022-02-11,2022-02-18,42565.98487028572,3869.231007302517,-0.2158562739507458,1.5925971107413748,36117.4,40373.100000000006,42723.0,45033.100000000006,48678.3,-0.0582883448835927,0.0190476095210528,0.0342864745372537,-0.16678078223352,0.035299489769487,50,27.36
2022-02-18,2022-02-25,40032.8463868292,3395.693902944552,-0.3618442885623785,1.9588322173887784,34353.5,38137.7,40166.9,42095.4,45235.100000000006,-0.0190745919942606,-0.0582883448835927,0.0190476095210528,0.0342864745372537,-0.16678078223352,30,27.75
2022-03-04,2022-03-11,39140.69719057391,4388.427590086734,-0.1069634256666972,1.1571683651470028,31950.300000000003,36467.0,39209.0,41884.2,46101.100000000006,-0.0107628035597555,-0.0190745919942606,-0.0582883448835927,0.0190476095210528,0.0342864745372537,33,31.98
2022-03-11,2022-03-18,38688.52952701002,4011.959071912053,0.0081404219006482,1.1267542084834004,32145.6,36208.3,38747.1,41165.8,45089.5,0.075275924399366,-0.0107628035597555,-0.0190745919942606,-0.0582883448835927,0.0190476095210528,22,30.75
2022-03-18,2022-03-25,41696.075381749855,3786.136758861175,0.0326316050379826,1.1879531496574778,35591.700000000004,39365.3,41693.100000000006,44011.600000000006,47815.7,0.0594023830387609,0.075275924399366,-0.0107628035597555,-0.0190745919942606,-0.0582883448835927,25,23.87
2022-04-08,2022-04-15,42342.55320636767,3341.386393053902,-0.5177116499292364,2.219896540549977,36707.0,40519.7,42498.8,44398.3,47380.8,-0.0410692914386862,0.0594023830387609,0.075275924399366,-0.0107628035597555,-0.0190745919942606,37,21.16
2022-04-15,2022-04-22,40400.78799304682,2735.596541923169,-0.2080624805834218,0.7805453726525124,35781.4,38702.1,40530.8,42188.2,44625.9,-0.0210002399778369,-0.0410692914386862,0.0594023830387609,0.075275924399366,-0.0107628035597555,22,22.7
2022-04-22,2022-04-29,39498.517094985735,2754.606005931282,-0.2826664113743619,1.3426030412983403,34909.0,37916.9,39616.4,41243.9,43829.0,-0.0284309010292023,-0.0210002399778369,-0.0410692914386862,0.0594023830387609,0.075275924399366,26,28.21
