變數組合,Skewness_係數,Skewness_p值,Skewness_顯著性,變數數量,R平方,MSE
Skewness + Mean,-0.03662077443524777,0.2955103653334542,,2,0.006151312990595459,0.9926410944370967
Skewness + Median,-0.03446136178405975,0.32379423478261427,,2,0.0059266423663633105,0.9928654920715064
Skewness + Mean + T-4 Return,-0.03369838651303325,0.3356862369534117,,3,0.009771970629336324,0.9890248361393511
Skewness + Median + T-4 Return,-0.031502134300576155,0.36705231533996696,,3,0.009535509783798246,0.9892610096691593
Skewness + T-4 Return,-0.026448395519101664,0.4486565299332611,,2,0.004290965968000715,0.9944991810137348
