,18500,18800,19100,19400,19500,19600,19700,19800,19850,19900,19950,20000,20050,20100,20150,20200,20250,20300,20350,20400,20450,20500,20550,20600,20650,20700,20750,20800,20850,20900,20950,21000,21100,21200,21300,21400,21500,21600,21700,21800,21900,22000,22100,22200,22300,22400,22500,22600,23000
2024/5/22,1800,1510,1210,930,840,755,675,590,550,505,471,435,399,367,334,304,275,249,224,199,175,155,135,118,102,89,76,67,55,48.5,41,36,24.5,18,14,10.5,8.1,7.3,5.6,4.7,4.6,4,3.5,3,2.6,2.2,2,1.8,1.2
