變數組合,Skewness_係數,Skewness_p值,Skewness_顯著性,變數數量,R平方,MSE
Skewness + Mean,-0.03232597166886436,0.35677286196158464,,2,0.005795425050900471,0.9929936071355195
Skewness + Median,-0.03011168225695193,0.3894375082669306,,2,0.005601482521076395,0.9931873134381456
Skewness + Mean + T-4 Return,-0.029347856529616446,0.4027661981398214,,3,0.00944159358455543,0.9893518797328434
Skewness + Median + T-4 Return,-0.02709531683132465,0.43867005610897736,,3,0.009237134299882821,0.9895560899806286
Skewness + T-4 Return,-0.021643223515444707,0.5357940549643416,,2,0.004064465427922492,0.9947224584032934
