變數組合,Skewness_係數,Skewness_p值,Skewness_顯著性,變數數量,R平方,MSE
Skewness + Mean,-0.03622208524008279,0.3013230087073965,,2,0.0060983836871444375,0.9926924902589468
Skewness + Median,-0.034043001020578785,0.33015905052901684,,2,0.005874084583749273,0.9929165164923865
Skewness + Mean + T-4 Return,-0.03328844208289424,0.34212549244828894,,3,0.009719585861422853,0.9890756934401116
Skewness + Median + T-4 Return,-0.031072354228354658,0.374080664450153,,3,0.009483665823378118,0.989311326470811
Skewness + T-4 Return,-0.025712055942258567,0.4616721786091186,,2,0.004251564582869016,0.9945370626246528
