變數組合,Skewness_係數,Skewness_p值,Skewness_顯著性,變數數量,R平方,MSE
Skewness + Mean,-0.008393461556870227,0.8105455629281109,,2,0.004951489183705138,0.9938394603778788
Skewness + Mean + T-4 Return,-0.008070613122018809,0.8174699589030378,,3,0.008761274498913174,0.9900343042064319
Skewness + Median,-0.006824984895437636,0.8451779396696001,,2,0.00482379561537527,0.9939669987899897
Skewness + Median + T-4 Return,-0.006455759074119755,0.853270884995543,,3,0.008608344540358082,0.9901870483448671
Skewness + T-4 Return,-0.0010243457679826784,0.9765650858416204,,2,0.0035776906294913147,0.9952115896750405
