Variable,Coefficient,Std Error,T-Stat,P-Value,Significance
const,5.204170427930421e-18,0.03468575517614523,1.5003768554272493e-16,0.9999999999999999,
Kurtosis,0.05412729696523906,0.03477239838551603,1.5566167270125677,0.11994735655604506,
Median,-0.07157505152329936,0.034780100114709306,-2.057931152792416,0.039912324859267795,**
T-4 Return,0.06351969166268145,0.03471866217898389,1.8295547027480679,0.06767950502231383,*
