,index_price
2024/5/2,"20,222.44"
2024/5/3,"20,330.32"
2024/5/6,"20,523.31"
2024/5/7,"20,653.53"
2024/5/8,"20,700.51"
2024/5/9,"20,560.77"
2024/5/10,"20,708.84"
2024/5/13,"20,857.71"
2024/5/14,"20,985.85"
2024/5/15,"21,147.21"
2024/5/16,"21,304.26"
2024/5/17,"21,258.47"
2024/5/20,"21,271.63"
2024/5/21,"21,236.75"
2024/5/22,"21,551.83"
2024/5/23,"21,607.43"
2024/5/24,"21,565.34"
2024/5/27,"21,803.77"
2024/5/28,"21,858.41"
2024/5/29,"21,662.50"
2024/5/30,"21,364.48"
2024/5/31,"21,174.22"
