,15800,15900,16000,16100,16200,16300,16400,16500,16600,16700,16800,16900,17000,17100,17200,17300,17400,17500,17600,17700,17800,17900,18000,18100,18200,18300,18400,18500,18600,18700,18800,18900,19000,19100,19200,19300,19400,19500,19600,19700,19800,19850,19900,19950,20000,20050,20100,20150,20200,20250,20300,20350,20400,20450,20500,20550,20600,20650,20700,20750,20800,20850,20900,20950,21000,21100,21200,21300,21400,21500,21600,21700,21800,21900,22000,22100,22200,22300,22400,22500,22600,22700,22800,22900,23000,23100,23200,23300,23400,23500,23600,23700,23800,23900,24000
2024/5/2,0.492362768,0,0,0,0,0,0.447840437,0.439666592,0,0.425405538,0.413759418,0.403454347,0.39553118,0,0.377727081,0.370946277,0.359138889,0.347361528,0.340692029,0.335622585,0.324282833,0.31291521,0.302785117,0.29596562,0.286917403,0.277529082,0.268715963,0.264212388,0.251317871,0.245183611,0.237968744,0.227193436,0.220884278,0.214353707,0.211025542,0.203189983,0.197586203,0.191947642,0.187543195,0.18501282,0.179506532,0.177402747,0.176104307,0.175457845,0.172435502,0.170742527,0.169525454,0.168035256,0.165585534,0.164795409,0.161670961,0.161431126,0.161454315,0.157044002,0.158955617,0.15632873,0.156851836,0.155542224,0.155432997,0.155058767,0.150695225,0,0.152535308,0,0.156515201,0,0,0,0,0,0,0,0,0.170340239,0.179184256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
