,15800,15900,16000,16100,16200,16300,16400,16500,16600,16700,16800,16900,17000,17100,17200,17300,17400,17500,17600,17700,17800,17900,18000,18100,18200,18300,18400,18500,18600,18700,18800,18900,19000,19100,19200,19300,19400,19500,19600,19700,19800,19850,19900,19950,20000,20050,20100,20150,20200,20250,20300,20350,20400,20450,20500,20550,20600,20650,20700,20750,20800,20850,20900,20950,21000,21100,21200,21300,21400,21500,21600,21700,21800,21900,22000,22100,22200,22300,22400,22500,22600,22700,22800,22900,23000,23100,23200,23300,23400,23500,23600,23700,23800,23900,24000
2024/5/2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.246985942,0,0,0.243559649,0,0,0.202189664,0,0,0.193363337,0.190103497,0.189686541,0.190665624,0.183789892,0.181492846,0.174530752,0.175457845,0.173891002,0.171448348,0.170900189,0.16870859,0.167575019,0.16610921,0.165599154,0.164714425,0.162780205,0.16041641,0.159645655,0.157753861,0.156851836,0.155542224,0.155432997,0.154191143,0.155361426,0.152582203,0.154164005,0.153707144,0.155244916,0.153333233,0.155185285,0.159102618,0.161777457,0.165278177,0.173045074,0.175982607,0.181237944,0.19041014,0.196133282,0.201820056,0.206762152,0.211828401,0.216110056,0.22209976,0.227674487,0,0,0,0.24899255,0,0,0,0,0,0,0,0,0,0
