變數組合,Kurtosis_係數,Kurtosis_p值,Kurtosis_顯著性,變數數量,R平方,MSE
Kurtosis + T-4 Return,0.03606573954940644,0.2993551988926927,,2,0.005050202676264992,0.9937481671337303
Kurtosis + Mean,0.03485491311946231,0.31560307727006165,,2,0.006661197794790685,0.9921391176614835
Kurtosis + Mean + T-4 Return,0.03410962748997767,0.32542020086099077,,3,0.010611488920815315,0.9881935974184612
Kurtosis + Median,0.03345694757859635,0.33578245652706284,,2,0.006481715456755022,0.99231838323341
Kurtosis + Median + T-4 Return,0.032685221211092866,0.3464166658993191,,3,0.010409426279188505,0.9883954160230812
